Date,HomeTeam,AwayTeam,AVERAGE_ODD_WIN,AVERAGE_ODD_DRAW,AVERAGE_ODD_OPPONENT_WIN,RANKINGHOME,RANKING AWAY,LAST_GAME_RHOMETEAM,LAST_GAME_RAWAYTEAM,outcome_by_HOME
4/4/2017,Burnley,Stoke,7.337,3.057,3.165,20,9,0,1,1
4/4/2017,Leicester,Sunderland,6.719,4.116,7.33,1,17,-1,1,1
4/4/2017,Man United,Everton,6.871,3.814,5.974,5,11,-1,0,2
4/4/2017,Watford,West Brom,7.378,3.107,3.042,13,14,-1,-1,1
5/4/2017,Arsenal,West Ham,6.739,4.709,7.219,2,7,-1,-1,1
5/4/2017,Chelsea,Man City,7.278,3.328,3.044,10,4,1,0,1
5/4/2017,Hull,Middlesbrough,7.06,3.15,3.814,20,20,0,-1,1
5/4/2017,Liverpool,Bournemouth,6.846,4.785,8.065,8,16,-1,0,2
5/4/2017,Southampton,Crystal Palace,6.891,3.395,4.404,6,15,1,1,1
5/4/2017,Swansea,Tottenham,9.478,4.035,2.09,12,3,1,1,0
8/4/2017,Bournemouth,Chelsea,10.374,4.329,2.104,16,10,1,-1,0
8/4/2017,Man City,Hull,7.073,6.516,13.717,4,20,-1,0,1
8/4/2017,Middlesbrough,Burnley,7.429,3.045,3.179,20,20,-1,-1,2
8/4/2017,Stoke,Liverpool,8.734,3.698,2.172,9,8,-1,1,0
8/4/2017,Tottenham,Watford,6.901,5.55,12.465,3,13,1,0,1
8/4/2017,West Brom,Southampton,7.829,3.231,2.589,14,6,1,1,0
8/4/2017,West Ham,Swansea,7.311,3.326,3.491,7,12,0,-1,1
9/4/2017,Everton,Leicester,6.736,3.547,4.706,11,1,0,-1,1
9/4/2017,Sunderland,Man United,12.907,5.69,2.322,17,5,1,1,0
10/4/2017,Crystal Palace,Arsenal,8.86,3.931,2.089,15,2,1,-1,1
15/4/2017,Crystal Palace,Leicester,6.757,3.453,4.46,15,1,-1,-1,2
15/4/2017,Everton,Burnley,6.49,4.142,7.16,11,20,0,1,1
15/4/2017,Southampton,Man City,8.8,4.015,2.057,6,4,1,0,0
15/4/2017,Stoke,Hull,6.742,3.253,3.893,9,20,-1,-1,1
15/4/2017,Sunderland,West Ham,7.705,3.406,2.369,17,7,0,1,2
15/4/2017,Tottenham,Bournemouth,6.671,5.591,10.118,3,16,-1,-1,1
15/4/2017,Watford,Swansea,7.105,3.19,2.939,13,12,0,1,1
16/4/2017,Man United,Chelsea,7.21,3.132,2.845,5,10,0,0,1
16/4/2017,West Brom,Liverpool,8.566,3.763,2.122,14,8,0,1,0
17/4/2017,Middlesbrough,Arsenal,10.238,4.478,2.075,20,2,0,1,0
22/4/2017,Bournemouth,Middlesbrough,6.823,3.452,4.062,16,20,1,0,1
22/4/2017,Hull,Watford,6.728,3.354,4.06,20,13,-1,1,1
22/4/2017,Swansea,Stoke,7.031,3.219,3.415,12,9,0,1,1
22/4/2017,West Ham,Everton,7.814,3.476,2.346,7,11,-1,-1,2
23/4/2017,Burnley,Man United,9.854,4.049,2.114,20,5,-1,1,0
23/4/2017,Liverpool,Crystal Palace,6.649,4.185,6.424,8,15,-1,-1,0
25/4/2017,Chelsea,Southampton,6.485,4.169,7.365,10,6,-1,0,1
26/4/2017,Arsenal,Leicester,6.466,4.062,5.098,2,1,0,0,1
26/4/2017,Crystal Palace,Tottenham,9.318,4.235,2.08,15,3,1,1,0
26/4/2017,Middlesbrough,Sunderland,6.833,3.245,3.287,20,17,1,0,1
27/4/2017,Man City,Man United,6.614,3.47,3.953,4,5,-1,1,2
29/4/2017,Crystal Palace,Burnley,6.762,3.368,4.434,15,20,1,1,0
29/4/2017,Southampton,Hull,6.687,3.642,4.971,6,20,1,0,2
29/4/2017,Stoke,West Ham,6.974,3.258,3.438,9,7,1,0,2
29/4/2017,Sunderland,Bournemouth,7.654,3.436,2.445,17,16,0,1,0
29/4/2017,West Brom,Leicester,7.163,3.29,2.797,14,1,0,-1,0
30/4/2017,Everton,Chelsea,8.206,3.578,2.214,11,10,-1,0,0
30/4/2017,Man United,Swansea,6.608,4.518,8.38,5,12,-1,-1,2
30/4/2017,Middlesbrough,Man City,13.938,6.288,2.352,20,4,1,0,2
30/4/2017,Tottenham,Arsenal,6.858,3.593,3.725,3,2,0,-1,1
1/5/2017,Watford,Liverpool,9.787,4.544,2.051,13,8,0,-1,0
5/5/2017,West Ham,Tottenham,12.089,5.589,2.193,7,3,1,1,1
6/5/2017,Bournemouth,Stoke,6.958,3.332,3.24,16,9,1,-1,2
6/5/2017,Burnley,West Brom,6.943,3.154,3.498,20,14,0,-1,2
6/5/2017,Hull,Sunderland,6.492,4.221,6.908,20,17,-1,-1,0
6/5/2017,Leicester,Watford,6.536,3.747,5.927,1,13,0,-1,1
6/5/2017,Man City,Crystal Palace,6.255,5.679,9.821,4,15,-1,0,1
6/5/2017,Swansea,Everton,7.236,3.385,2.628,12,11,-1,-1,1
7/5/2017,Arsenal,Man United,6.752,3.457,3.926,2,5,0,1,1
7/5/2017,Liverpool,Southampton,6.556,3.854,5.574,8,6,1,1,2
8/5/2017,Chelsea,Middlesbrough,6.655,7.322,16.955,10,20,1,1,1
10/5/2017,Southampton,Arsenal,7.933,3.679,2.208,6,2,-1,0,0
12/5/2017,Everton,Watford,6.619,4.184,6.746,11,13,1,0,1
12/5/2017,West Brom,Chelsea,12.842,5.61,2.272,14,10,-1,1,0
13/5/2017,Bournemouth,Burnley,6.979,3.42,3.842,16,20,-1,-1,1
13/5/2017,Man City,Leicester,6.875,5.816,11.17,4,1,-1,0,1
13/5/2017,Middlesbrough,Southampton,8.49,3.57,2.218,20,6,0,1,0
13/5/2017,Stoke,Arsenal,9.081,4.098,2.056,9,2,-1,0,0
13/5/2017,Sunderland,Swansea,8.662,3.769,2.148,17,12,0,0,0
14/5/2017,Crystal Palace,Hull,6.94,3.347,3.565,15,20,1,1,1
14/5/2017,Tottenham,Man United,6.849,3.629,4.728,3,5,-1,1,1
14/5/2017,West Ham,Liverpool,9.454,4.137,2.089,7,8,-1,1,0
15/5/2017,Chelsea,Watford,6.729,5.822,10.777,10,13,0,1,1
16/5/2017,Arsenal,Sunderland,7.223,9.904,23.862,2,17,-1,1,1
16/5/2017,Man City,West Brom,6.889,7.91,20.176,4,14,1,-1,1
17/5/2017,Southampton,Man United,7.278,3.228,2.797,6,5,-1,-1,2
18/5/2017,Leicester,Tottenham,8.58,3.785,2.153,1,3,1,-1,0
21/5/2017,Arsenal,Everton,6.412,4.53,6.794,2,11,0,0,1
21/5/2017,Burnley,West Ham,7.09,3.316,2.96,20,7,0,1,0
21/5/2017,Chelsea,Sunderland,6.805,7.346,18.088,10,17,-1,1,1
21/5/2017,Hull,Tottenham,10.276,4.705,2.054,20,3,0,-1,0
21/5/2017,Leicester,Bournemouth,6.771,3.505,3.764,1,16,1,1,2
21/5/2017,Liverpool,Middlesbrough,6.777,7.917,23.078,8,20,-1,1,1
21/5/2017,Man United,Crystal Palace,7.155,3.251,2.921,5,15,1,0,1
21/5/2017,Southampton,Stoke,6.647,3.564,4.378,6,9,-1,1,0
21/5/2017,Swansea,West Brom,6.841,3.344,3.522,12,14,0,0,1
21/5/2017,Watford,Man City,13.97,6.581,2.35,13,4,-1,0,0
11/8/2017,Arsenal,Leicester,6.297,4.133,5.994,5,12,0,0,1
12/8/2017,Brighton,Man City,12.987,5.973,2.317,20,3,0,0,0
12/8/2017,Chelsea,Burnley,6.313,5.59,12.861,1,16,0,0,0
12/8/2017,Crystal Palace,Huddersfield,6.434,3.315,4.519,14,20,0,0,0
12/8/2017,Everton,Stoke,6.248,3.468,5.138,7,13,0,0,1
12/8/2017,Southampton,Swansea,6.325,3.615,5.523,8,15,0,0,2
12/8/2017,Watford,Liverpool,9.585,4.343,2.077,17,4,0,0,2
12/8/2017,West Brom,Bournemouth,6.862,3.138,3.075,10,9,0,0,1
13/8/2017,Man United,West Ham,6.162,4.929,9.928,6,11,0,0,1
13/8/2017,Newcastle,Tottenham,9.095,4.039,2.095,20,2,0,0,0
19/8/2017,Bournemouth,Watford,5.987,3.365,3.798,9,17,-1,0,0
19/8/2017,Burnley,West Brom,6.377,3.059,3.005,16,10,1,1,0
19/8/2017,Leicester,Brighton,5.717,3.446,4.872,12,20,-1,-1,1
19/8/2017,Liverpool,Crystal Palace,5.708,4.666,8.128,4,14,0,-1,1
19/8/2017,Southampton,West Ham,5.826,3.519,4.681,8,11,0,-1,1
19/8/2017,Stoke,Arsenal,7.861,3.824,2.114,13,5,-1,1,1
19/8/2017,Swansea,Man United,12.698,5.682,2.385,15,6,0,1,0
20/8/2017,Huddersfield,Newcastle,6.304,3.142,3.066,20,20,1,-1,1
20/8/2017,Tottenham,Chelsea,6.064,3.306,3.495,2,1,1,-1,0
21/8/2017,Man City,Everton,5.509,4.999,8.93,3,7,1,1,2
26/8/2017,Bournemouth,Man City,12.406,6.236,2.271,9,3,-1,0,0
26/8/2017,Crystal Palace,Swansea,5.837,3.264,4.02,14,15,-1,-1,0
26/8/2017,Huddersfield,Southampton,7.261,3.367,2.329,20,8,1,1,2
26/8/2017,Man United,Leicester,5.635,4.913,9.41,6,12,1,1,1
26/8/2017,Newcastle,West Ham,6.102,3.228,3.188,20,11,-1,-1,1
26/8/2017,Watford,Brighton,5.831,3.228,4.029,17,20,1,-1,2
27/8/2017,Chelsea,Everton,5.463,4.107,7.264,1,7,1,0,1
27/8/2017,Liverpool,Arsenal,6.033,3.395,3.273,4,5,1,-1,1
27/8/2017,Tottenham,Burnley,5.64,5.573,12.271,2,16,-1,-1,2
27/8/2017,West Brom,Stoke,6.151,3.028,3.258,10,13,1,1,2
9/9/2017,Arsenal,Bournemouth,5.532,4.898,7.679,5,9,-1,-1,1
9/9/2017,Brighton,West Brom,6.255,2.998,2.965,20,10,0,0,1
9/9/2017,Everton,Tottenham,7.08,3.468,2.283,7,2,-1,0,0
9/9/2017,Leicester,Chelsea,7.802,3.849,2.111,12,1,-1,1,0
9/9/2017,Man City,Liverpool,5.728,3.61,3.837,3,4,1,1,1
9/9/2017,Southampton,Watford,5.56,3.603,5.265,8,17,0,0,0
9/9/2017,Stoke,Man United,9.787,4.632,2.135,13,6,0,1,2
10/9/2017,Burnley,Crystal Palace,6.026,3.119,3.207,16,14,0,-1,1
10/9/2017,Swansea,Newcastle,6.031,3.126,3.162,15,20,1,1,0
11/9/2017,West Ham,Huddersfield,5.606,3.301,4.063,11,20,-1,0,1
15/9/2017,Bournemouth,Brighton,6.1,3.215,3.51,9,20,-1,1,1
16/9/2017,Crystal Palace,Southampton,6.706,3.21,2.61,14,8,-1,-1,0
16/9/2017,Huddersfield,Leicester,6.992,3.346,2.429,20,12,-1,-1,2
16/9/2017,Liverpool,Burnley,5.757,5.271,11.062,4,16,-1,1,2
16/9/2017,Newcastle,Stoke,6.235,3.125,3.217,20,13,1,0,1
16/9/2017,Tottenham,Swansea,5.792,5.848,12.326,2,15,1,-1,2
16/9/2017,Watford,Man City,11.603,5.962,2.177,17,3,1,1,0
16/9/2017,West Brom,West Ham,6.239,3.127,3.218,10,11,-1,1,2
17/9/2017,Chelsea,Arsenal,5.893,3.611,4.185,1,5,1,1,2
17/9/2017,Man United,Everton,5.709,4.648,9.468,6,7,0,-1,1
23/9/2017,Burnley,Huddersfield,6.556,3.076,3.579,16,20,0,0,2
23/9/2017,Everton,Bournemouth,6.131,3.595,5.094,7,9,-1,1,1
23/9/2017,Leicester,Liverpool,8.103,3.786,2.156,12,4,0,0,0
23/9/2017,Man City,Crystal Palace,6.51,7.994,17.81,3,14,1,-1,1
23/9/2017,Southampton,Man United,8.934,3.895,2.113,8,6,1,1,0
23/9/2017,Stoke,Chelsea,9.453,4.225,2.076,13,1,-1,0,0
23/9/2017,Swansea,Watford,6.694,3.172,3.144,15,17,0,-1,0
23/9/2017,West Ham,Tottenham,9.349,4.342,2.071,11,2,0,0,0
24/9/2017,Brighton,Newcastle,6.979,3.088,2.819,20,20,-1,1,1
25/9/2017,Arsenal,West Brom,6.058,4.831,8.858,5,10,0,0,1
30/9/2017,Bournemouth,Leicester,6.811,3.32,2.589,9,12,-1,-1,2
30/9/2017,Chelsea,Man City,6.825,3.364,2.564,1,3,1,1,0
30/9/2017,Huddersfield,Tottenham,11.385,5.246,2.198,20,2,0,1,0
30/9/2017,Man United,Crystal Palace,6.086,6.593,16.575,6,14,1,-1,1
30/9/2017,Stoke,Southampton,6.893,3.202,2.596,13,8,-1,-1,1
30/9/2017,West Brom,Watford,6.382,3.064,3.38,10,17,-1,1,2
30/9/2017,West Ham,Swansea,6.117,3.294,4.208,11,15,-1,-1,1
1/10/2017,Arsenal,Brighton,5.982,5.708,11.154,5,20,1,1,1
1/10/2017,Everton,Burnley,5.889,3.462,5.309,7,16,1,0,0
1/10/2017,Newcastle,Liverpool,8.567,4.054,2.059,20,4,-1,1,2
14/10/2017,Burnley,West Ham,6.166,3.175,2.781,16,11,1,1,2
14/10/2017,Crystal Palace,Chelsea,11.088,5.32,2.199,14,1,-1,-1,1
14/10/2017,Liverpool,Man United,6.317,3.244,2.72,4,6,0,1,2
14/10/2017,Man City,Stoke,5.782,7.922,16.58,3,13,1,1,1
14/10/2017,Swansea,Huddersfield,5.769,3.083,3.635,15,20,-1,-1,1
14/10/2017,Tottenham,Bournemouth,5.663,6.559,12.477,2,9,1,0,1
14/10/2017,Watford,Arsenal,8.374,4.33,2.052,17,5,0,1,1
15/10/2017,Brighton,Everton,6.56,3.194,2.522,20,7,-1,-1,2
15/10/2017,Southampton,Newcastle,5.667,3.353,4.314,8,20,-1,0,2
16/10/2017,Leicester,West Brom,5.66,3.233,3.876,12,10,0,0,2
20/10/2017,West Ham,Brighton,5.862,3.269,4.648,11,20,0,0,0
21/10/2017,Chelsea,Watford,5.725,4.676,8.332,1,17,-1,1,1
21/10/2017,Huddersfield,Man United,12.535,5.778,2.354,20,6,-1,0,1
21/10/2017,Man City,Burnley,6.308,9.521,22.074,3,16,1,0,1
21/10/2017,Newcastle,Crystal Palace,5.981,3.261,3.94,20,14,0,1,1
21/10/2017,Southampton,West Brom,5.876,3.236,4.736,8,10,0,0,1
21/10/2017,Stoke,Bournemouth,6.105,3.261,3.429,13,9,-1,-1,0
21/10/2017,Swansea,Leicester,6.564,3.202,2.745,15,12,1,0,0
22/10/2017,Everton,Arsenal,7.344,3.582,2.219,7,5,0,-1,0
22/10/2017,Tottenham,Liverpool,6.041,3.343,3.253,2,4,1,0,1
28/10/2017,Arsenal,Swansea,5.726,6.14,11.337,5,15,1,-1,1
28/10/2017,Bournemouth,Chelsea,8.683,4.363,2.049,9,1,1,1,0
28/10/2017,Crystal Palace,West Ham,6.159,3.19,3.112,14,11,-1,-1,2
28/10/2017,Liverpool,Huddersfield,5.679,5.819,11.408,4,20,-1,1,1
28/10/2017,Man United,Tottenham,6.011,3.219,3.463,6,2,-1,1,1
28/10/2017,Watford,Stoke,5.94,3.36,3.574,17,13,-1,-1,0
28/10/2017,West Brom,Man City,13.871,7.078,2.453,10,3,-1,1,0
29/10/2017,Brighton,Southampton,6.67,3.185,2.529,20,8,1,1,2
29/10/2017,Leicester,Everton,5.779,3.244,3.416,12,7,1,-1,1
30/10/2017,Burnley,Newcastle,6.435,3.146,2.682,16,20,-1,1,1
4/11/2017,Huddersfield,West Brom,6.493,2.981,2.953,20,10,-1,-1,1
4/11/2017,Newcastle,Bournemouth,5.971,3.304,3.9,20,9,-1,-1,0
4/11/2017,Southampton,Burnley,5.762,3.427,5.814,8,16,0,1,0
4/11/2017,Stoke,Leicester,6.471,3.214,2.812,13,12,1,1,2
4/11/2017,Swansea,Brighton,6.261,3.073,3.233,15,20,-1,0,0
4/11/2017,West Ham,Liverpool,8.554,4.281,2.068,11,4,0,1,0
5/11/2017,Chelsea,Man United,6.347,3.108,3.03,1,6,1,1,1
5/11/2017,Everton,Watford,5.993,3.234,3.448,7,17,-1,-1,1
5/11/2017,Man City,Arsenal,5.777,4.65,6.456,3,5,1,1,1
5/11/2017,Tottenham,Crystal Palace,5.777,5.364,10.186,2,14,-1,0,1
18/11/2017,Arsenal,Tottenham,6.262,3.418,2.805,5,2,-1,1,1
18/11/2017,Bournemouth,Huddersfield,5.78,3.277,4.536,9,20,1,1,1
18/11/2017,Burnley,Swansea,5.927,3.071,3.906,16,15,1,-1,1
18/11/2017,Crystal Palace,Everton,6.175,3.157,3.121,14,7,-1,1,2
18/11/2017,Leicester,Man City,11.476,5.968,2.152,12,3,0,1,0
18/11/2017,Liverpool,Southampton,5.61,4.444,7.776,4,8,1,-1,1
18/11/2017,Man United,Newcastle,5.584,5.074,11.569,6,20,-1,-1,1
18/11/2017,West Brom,Chelsea,9.236,4.237,2.109,10,1,-1,1,0
19/11/2017,Watford,West Ham,5.971,3.29,3.471,17,11,-1,-1,1
20/11/2017,Brighton,Stoke,6.048,3.062,3.212,20,13,1,0,2
24/11/2017,West Ham,Leicester,6.406,3.263,2.754,11,12,-1,-1,2
25/11/2017,Crystal Palace,Stoke,5.923,3.235,3.694,14,13,0,0,1
25/11/2017,Liverpool,Chelsea,6.009,3.362,3.338,4,1,1,1,2
25/11/2017,Man United,Brighton,5.705,6.175,17.274,6,20,1,0,1
25/11/2017,Newcastle,Watford,6.023,3.249,3.365,20,17,-1,1,0
25/11/2017,Swansea,Bournemouth,6.446,3.173,2.758,15,9,-1,1,2
25/11/2017,Tottenham,West Brom,5.614,5.368,12.505,2,10,-1,-1,2
26/11/2017,Burnley,Arsenal,9.081,4.511,2.056,16,5,1,1,0
26/11/2017,Huddersfield,Man City,17.533,8.663,2.825,20,3,-1,1,0
26/11/2017,Southampton,Everton,5.679,3.252,4.386,8,7,-1,0,1
28/11/2017,Brighton,Crystal Palace,6.337,3.071,2.928,20,14,-1,1,2
28/11/2017,Leicester,Tottenham,8.137,3.966,2.097,12,2,0,0,1
28/11/2017,Watford,Man United,8.388,4.049,2.094,17,6,1,1,0
28/11/2017,West Brom,Newcastle,6.137,3.048,3.286,10,20,0,-1,2
29/11/2017,Arsenal,Huddersfield,5.711,6.313,14.733,5,20,1,-1,1
29/11/2017,Bournemouth,Burnley,5.769,3.207,3.956,9,16,0,-1,0
29/11/2017,Chelsea,Swansea,5.76,6.496,16.053,1,15,0,0,1
29/11/2017,Everton,West Ham,6.107,3.204,3.189,7,11,-1,0,1
29/11/2017,Man City,Southampton,5.814,6.865,14.549,3,8,1,1,1
29/11/2017,Stoke,Liverpool,9.301,4.655,2.04,13,4,-1,0,0
2/12/2017,Arsenal,Man United,6.238,3.22,2.971,5,6,1,1,0
2/12/2017,Brighton,Liverpool,9.855,4.77,2.114,20,4,0,1,0
2/12/2017,Chelsea,Newcastle,5.532,5.586,12.072,1,20,1,0,1
2/12/2017,Everton,Huddersfield,5.58,3.471,5.086,7,20,1,-1,1
2/12/2017,Leicester,Burnley,5.768,3.364,4.508,12,16,1,1,1
2/12/2017,Stoke,Swansea,5.834,3.224,4.115,13,15,-1,-1,1
2/12/2017,Watford,Tottenham,8.191,4.081,2.091,17,2,-1,-1,2
2/12/2017,West Brom,Crystal Palace,6.227,3.061,3.085,10,14,0,0,2
3/12/2017,Bournemouth,Southampton,6.611,3.173,2.603,9,8,-1,-1,2
3/12/2017,Man City,West Ham,6.252,9.803,20.968,3,11,1,-1,1
9/12/2017,Burnley,Watford,6.603,3.136,2.965,16,17,-1,0,1
9/12/2017,Crystal Palace,Bournemouth,6.244,3.259,3.702,14,9,0,0,2
9/12/2017,Huddersfield,Brighton,6.674,2.981,3.001,20,20,-1,-1,1
9/12/2017,Newcastle,Leicester,6.661,3.205,2.819,20,12,-1,1,0
9/12/2017,Swansea,West Brom,6.677,2.988,2.96,15,10,-1,0,1
9/12/2017,Tottenham,Stoke,5.998,5.47,9.871,2,13,0,1,1
9/12/2017,West Ham,Chelsea,10.214,4.714,2.121,11,1,-1,1,1
10/12/2017,Liverpool,Everton,5.885,5.157,9.3,4,7,1,1,2
10/12/2017,Man United,Man City,7.237,3.469,2.347,6,3,1,1,0
10/12/2017,Southampton,Arsenal,7.716,3.685,2.176,8,5,0,-1,2
12/12/2017,Burnley,Stoke,6.423,3.09,3.376,16,13,1,-1,1
12/12/2017,Crystal Palace,Watford,6.46,3.316,3.149,14,17,0,-1,1
12/12/2017,Huddersfield,Chelsea,11.387,5.046,2.21,20,1,1,-1,0
13/12/2017,Liverpool,West Brom,5.922,6.184,12.605,4,10,0,-1,2
13/12/2017,Man United,Bournemouth,5.979,5.338,10.81,6,9,-1,0,1
13/12/2017,Newcastle,Everton,6.529,3.192,3.083,20,7,-1,0,0
13/12/2017,Southampton,Leicester,6.274,3.244,3.653,8,12,0,1,0
13/12/2017,Swansea,Man City,15.419,7.303,2.576,15,3,1,1,0
13/12/2017,Tottenham,Brighton,6.008,5.671,12.133,2,20,1,-1,1
13/12/2017,West Ham,Arsenal,8.869,4.314,2.052,11,5,1,0,2
16/12/2017,Arsenal,Newcastle,5.675,5.661,11.763,5,20,0,-1,1
16/12/2017,Brighton,Burnley,6.31,2.954,3.106,20,16,-1,1,2
16/12/2017,Chelsea,Southampton,5.594,4.53,8.068,1,8,1,-1,1
16/12/2017,Leicester,Crystal Palace,5.805,3.398,4.117,12,14,1,1,0
16/12/2017,Man City,Tottenham,5.66,4.152,5.614,3,2,1,1,1
16/12/2017,Stoke,West Ham,6.07,3.183,3.285,13,11,-1,0,0
16/12/2017,Watford,Huddersfield,5.739,3.467,4.642,17,20,-1,-1,0
17/12/2017,Bournemouth,Liverpool,9.365,4.728,2.054,9,4,-1,0,0
17/12/2017,West Brom,Man United,9.279,4.228,2.107,10,6,0,1,0
18/12/2017,Everton,Swansea,5.584,3.42,5.025,7,15,1,-1,1
22/12/2017,Arsenal,Liverpool,6.383,3.499,2.795,5,4,1,1,2
23/12/2017,Brighton,Watford,6.337,3.088,2.931,20,17,0,-1,1
23/12/2017,Burnley,Tottenham,9.666,4.425,2.146,16,2,0,-1,0
23/12/2017,Everton,Chelsea,8.845,4.116,2.113,7,1,1,1,2
23/12/2017,Leicester,Man United,7.79,3.732,2.151,12,6,-1,1,2
23/12/2017,Man City,Bournemouth,6.22,9.792,21.742,3,9,1,-1,1
23/12/2017,Southampton,Huddersfield,5.644,3.615,5.954,8,20,-1,1,2
23/12/2017,Stoke,West Brom,6.093,3.114,3.326,13,10,-1,-1,1
23/12/2017,Swansea,Crystal Palace,6.823,3.179,2.519,15,14,-1,1,2
23/12/2017,West Ham,Newcastle,5.945,3.215,3.684,11,20,1,-1,0
26/12/2017,Bournemouth,West Ham,6.552,3.204,2.731,9,11,-1,-1,2
26/12/2017,Chelsea,Brighton,5.823,6.318,15.498,1,20,0,1,1
26/12/2017,Huddersfield,Stoke,6.344,3.11,3.044,20,13,0,1,2
26/12/2017,Liverpool,Swansea,5.979,7.377,17.254,4,15,0,0,1
26/12/2017,Man United,Burnley,5.774,5.607,12.647,6,16,0,-1,2
26/12/2017,Tottenham,Southampton,5.732,4.667,8.587,2,8,1,0,1
26/12/2017,Watford,Leicester,6.416,3.345,2.804,17,12,-1,0,1
26/12/2017,West Brom,Everton,6.35,3.092,3.049,10,7,-1,0,2
27/12/2017,Newcastle,Man City,14.614,7.469,2.571,20,3,1,1,0
28/12/2017,Crystal Palace,Arsenal,8.051,3.967,2.088,14,5,0,0,0
30/12/2017,Bournemouth,Everton,6.269,3.175,3.121,9,7,0,0,1
30/12/2017,Chelsea,Stoke,5.919,6.739,15.957,1,13,1,0,1
30/12/2017,Huddersfield,Burnley,6.257,2.991,3.32,20,16,0,0,2
30/12/2017,Liverpool,Leicester,5.769,5.3,8.912,4,12,1,-1,1
30/12/2017,Man United,Southampton,5.725,4.672,8.321,6,8,0,-1,2
30/12/2017,Newcastle,Brighton,5.975,3.101,3.645,20,20,-1,-1,2
30/12/2017,Watford,Swansea,5.801,3.485,5.087,17,15,1,-1,0
31/12/2017,Crystal Palace,Man City,13.555,6.954,2.381,14,3,-1,1,2
31/12/2017,West Brom,Arsenal,8.31,4.037,2.078,10,5,0,1,2
1/1/2018,Brighton,Bournemouth,6.145,3.05,3.252,20,9,0,1,2
1/1/2018,Burnley,Liverpool,9.916,4.694,2.122,16,4,0,1,0
1/1/2018,Everton,Man United,8.413,3.735,2.167,7,6,-1,0,0
1/1/2018,Leicester,Huddersfield,5.679,3.618,5.158,12,20,-1,0,1
1/1/2018,Stoke,Newcastle,6.1,3.176,3.261,13,20,-1,0,0
2/1/2018,Man City,Watford,5.903,7.501,17.572,3,17,0,-1,1
2/1/2018,Southampton,Crystal Palace,5.873,3.281,3.833,8,14,0,0,0
2/1/2018,Swansea,Tottenham,12.733,6.052,2.337,15,2,1,1,0
2/1/2018,West Ham,West Brom,5.848,3.215,4.011,11,10,0,0,1
3/1/2018,Arsenal,Chelsea,6.427,3.343,2.658,5,1,0,1,2
4/1/2018,Tottenham,West Ham,5.324,5.332,9.817,2,11,1,1,2
13/1/2018,Chelsea,Leicester,5.858,5.211,10.116,1,12,0,1,2
13/1/2018,Crystal Palace,Burnley,5.985,3.111,4.052,14,16,1,-1,1
13/1/2018,Huddersfield,West Ham,6.581,3.044,2.948,20,11,-1,0,0
13/1/2018,Newcastle,Swansea,5.948,3.192,4.193,20,15,1,-1,2
13/1/2018,Tottenham,Everton,5.767,5.23,11.119,2,7,0,-1,1
13/1/2018,Watford,Southampton,6.359,3.25,2.931,17,8,-1,-1,2
13/1/2018,West Brom,Brighton,6.049,2.953,3.965,10,20,-1,0,1
14/1/2018,Bournemouth,Arsenal,8.118,4.14,2.054,9,5,0,0,1
14/1/2018,Liverpool,Man City,6.82,3.566,2.372,4,3,1,1,1
15/1/2018,Man United,Stoke,5.591,6.062,12.713,6,13,1,-1,1
20/1/2018,Arsenal,Crystal Palace,5.858,4.144,6.235,5,14,-1,1,1
20/1/2018,Brighton,Chelsea,9.429,4.149,2.133,20,1,-1,0,0
20/1/2018,Burnley,Man United,9.895,4.281,2.152,16,6,-1,1,0
20/1/2018,Everton,West Brom,6.201,3.051,3.725,7,10,-1,1,2
20/1/2018,Leicester,Watford,6.03,3.552,4.071,12,17,0,0,1
20/1/2018,Man City,Newcastle,6.274,8.503,20.678,3,20,-1,0,1
20/1/2018,Stoke,Huddersfield,6.132,3.181,3.823,13,20,-1,-1,1
20/1/2018,West Ham,Bournemouth,6.017,3.395,3.687,11,9,1,1,2
21/1/2018,Southampton,Tottenham,8.886,4.162,2.072,8,2,0,1,2
22/1/2018,Swansea,Liverpool,12.998,6.226,2.376,15,4,0,1,1
30/1/2018,Huddersfield,Liverpool,13.294,6.221,2.378,20,4,-1,-1,0
30/1/2018,Swansea,Arsenal,10.017,4.731,2.123,15,5,1,1,1
30/1/2018,West Ham,Crystal Palace,6.84,3.246,2.6,11,14,0,-1,2
31/1/2018,Chelsea,Bournemouth,5.999,5.462,10.102,1,9,1,0,0
31/1/2018,Everton,Leicester,6.94,3.147,2.65,7,12,0,1,1
31/1/2018,Man City,West Brom,6.289,7.797,18.438,3,10,1,0,1
31/1/2018,Newcastle,Burnley,6.323,3.041,3.672,20,16,-1,-1,2
31/1/2018,Southampton,Brighton,6.044,3.258,5.196,8,20,0,-1,2
31/1/2018,Stoke,Watford,6.388,3.319,3.26,13,17,1,-1,2
31/1/2018,Tottenham,Man United,6.45,3.209,3.196,2,6,0,1,1
3/2/2018,Arsenal,Everton,5.969,4.989,9.736,5,7,-1,1,1
3/2/2018,Bournemouth,Stoke,6.3,3.415,3.947,9,13,1,0,1
3/2/2018,Brighton,West Ham,6.436,2.967,3.42,20,11,0,0,1
3/2/2018,Burnley,Man City,14.154,6.503,2.479,16,3,0,1,2
3/2/2018,Leicester,Swansea,6.18,3.375,4.767,12,15,-1,1,2
