Season,date,HomeTeam,AwayTeam,FTHG,FTAG,Ave L5 Goals,Ave L5 Away,Ave L5 HS,Ave L5 AS,Ave L5 HST,Ave L5 AST,Ave L5 HC,Ave L5 AC,Ave L5 HF,Ave L5 AF,Ave L5 HY,Ave L5 AY,Ave L5 HR,Ave L5 AR,Result
2003-04,########,NewcastleH,LiverpoolA,1,1,1.8,1.0,15.2,11.0,9.2,5.2,8.2,4.2,12.2,11.4,1.4,2.0,0.0,0.0,2
2003-04,########,TottenhamH,WolvesA,5,2,2.0,0.6,11.4,11.0,7.2,4.8,4.8,5.0,15.0,11.6,2.0,1.2,0.0,0.2,1
2003-04,########,EvertonH,ManCityA,0,0,1.2,0.4,15.4,10.2,7.2,5.6,6.6,5.6,9.0,12.0,0.8,1.2,0.0,0.0,2
2003-04,########,SouthamptonH,CharltonA,3,2,1.0,1.6,14.2,12.2,8.6,7.6,4.8,6.4,11.6,14.2,1.0,0.8,0.2,0.0,1
2003-04,########,ChelseaH,BoltonA,1,2,1.8,1.6,10.6,12.2,5.2,7.0,3.8,3.2,10.4,9.4,1.2,1.0,0.0,0.0,0
2003-04,########,LeicesterH,BirminghamA,0,2,1.0,1.0,10.2,6.4,6.2,3.0,4.6,3.2,14.0,14.4,2.0,1.4,0.4,0.2,0
2003-04,########,LiverpoolH,SouthamptonA,1,2,1.8,0.4,14.2,9.8,7.4,4.6,7.4,5.0,13.8,10.2,1.0,1.2,0.0,0.2,0
2003-04,########,ManUnitedH,ManCityA,3,1,2.6,0.6,12.6,10.8,7.2,6.4,5.6,4.6,8.6,12.6,0.8,1.2,0.0,0.0,1
2003-04,########,MiddlesbroughH,CharltonA,0,0,0.4,1.2,10.0,12.0,6.0,7.0,5.4,6.0,14.2,13.6,1.8,0.6,0.0,0.0,2
2003-04,########,NewcastleH,TottenhamA,4,0,2.4,0.6,16.2,5.8,9.6,3.0,8.8,5.0,11.4,16.2,1.2,2.2,0.0,0.0,1
2003-04,########,PortsmouthH,EvertonA,1,2,1.8,0.6,12.8,8.8,7.4,3.0,6.4,5.8,15.2,13.2,2.4,1.6,0.0,0.0,0
2003-04,########,ArsenalH,BlackburnA,1,0,1.6,1.0,13.2,9.0,8.0,3.8,6.4,5.2,11.8,13.8,1.0,1.6,0.0,0.2,1
2003-04,########,AstonVillaH,WolvesA,3,2,1.0,0.8,15.0,11.0,7.6,5.0,7.2,5.6,13.8,13.6,1.0,2.0,0.0,0.2,1
2003-04,########,LeedsH,FulhamA,3,2,1.0,1.6,9.4,9.4,6.4,4.8,5.4,3.4,15.4,11.8,2.2,2.0,0.0,0.0,1
2003-04,########,BlackburnH,AstonVillaA,0,2,0.6,0.8,13.8,10.2,7.0,4.6,8.0,3.2,12.8,14.8,1.8,1.2,0.0,0.2,0
2003-04,########,BoltonH,ArsenalA,1,1,0.8,2.0,17.6,10.0,10.2,6.0,8.4,4.0,12.4,12.0,1.4,1.2,0.0,0.2,2
2003-04,########,CharltonH,NewcastleA,0,0,1.4,1.0,12.6,7.4,6.4,4.4,5.0,4.4,11.6,11.2,1.2,1.2,0.0,0.2,2
2003-04,########,EvertonH,LeicesterA,3,2,1.0,2.0,14.4,6.8,7.0,3.8,6.6,4.8,9.4,13.4,1.2,1.8,0.0,0.0,1
2003-04,########,FulhamH,ChelseaA,0,1,1.4,1.0,7.8,12.4,3.8,6.6,3.0,4.6,12.4,11.6,1.0,1.6,0.2,0.0,0
2003-04,########,SouthamptonH,PortsmouthA,3,0,1.6,0.0,14.6,9.4,8.8,4.4,5.6,6.0,10.6,16.6,0.2,2.6,0.0,0.4,1
2003-04,########,TottenhamH,ManUnitedA,1,2,1.6,1.8,11.6,10.4,7.4,6.6,5.8,4.6,14.4,9.6,2.0,1.2,0.0,0.0,0
2003-04,########,ManCityH,LeedsA,1,1,1.4,0.8,18.8,7.4,10.4,4.4,9.0,3.6,9.4,12.8,1.0,2.4,0.2,0.0,2
2003-04,########,ArsenalH,WolvesA,3,0,1.6,0.8,14.0,9.2,8.6,4.0,8.6,4.0,12.2,14.8,1.4,2.6,0.0,0.2,1
2003-04,########,BirminghamH,ManCityA,2,1,0.6,0.8,7.2,10.8,4.4,6.2,9.0,4.2,15.8,13.8,1.4,1.4,0.2,0.0,1
2003-04,########,BlackburnH,MiddlesbroughA,2,2,1.0,1.2,15.2,8.6,9.0,5.0,9.8,2.4,12.2,13.4,1.8,1.6,0.0,0.0,2
2003-04,########,CharltonH,ChelseaA,4,2,1.6,1.2,11.4,14.0,6.2,7.6,5.2,5.2,12.2,11.0,1.0,1.4,0.0,0.0,1
2003-04,########,FulhamH,SouthamptonA,2,0,1.4,0.4,9.8,9.6,4.4,4.2,4.4,5.2,12.2,10.6,0.6,1.2,0.2,0.2,1
2003-04,########,LeedsH,AstonVillaA,0,0,1.0,0.8,10.0,12.4,6.6,5.2,5.4,3.4,14.6,13.4,1.4,1.4,0.0,0.2,2
2003-04,########,LeicesterH,NewcastleA,1,1,1.0,1.0,7.0,9.0,4.2,5.0,4.8,5.4,13.8,10.8,1.4,0.6,0.4,0.2,2
2003-04,########,LiverpoolH,BoltonA,3,1,2.2,1.4,14.2,11.2,7.6,5.8,6.6,2.6,13.4,11.4,0.6,1.2,0.0,0.0,1
2003-04,########,ManUnitedH,EvertonA,3,2,3.0,1.0,13.0,8.4,7.6,3.4,5.0,5.0,8.2,12.4,0.0,1.6,0.0,0.0,1
2003-04,########,PortsmouthH,TottenhamA,2,0,2.0,0.6,11.6,6.0,7.4,3.2,5.8,5.0,13.2,15.2,2.0,2.2,0.0,0.0,1
2003-04,########,AstonVillaH,FulhamA,3,0,1.4,1.2,14.6,9.8,7.6,5.0,7.0,3.0,14.4,11.0,0.8,1.2,0.0,0.0,1
2003-04,########,BoltonH,LeicesterA,2,2,1.0,2.4,16.2,6.6,9.0,4.2,6.6,5.4,12.4,14.8,1.2,2.0,0.0,0.0,2
2003-04,########,ChelseaH,PortsmouthA,3,0,2.2,0.0,11.6,9.0,5.8,4.2,4.0,5.0,10.6,16.6,1.2,2.4,0.0,0.4,1
2003-04,########,EvertonH,BirminghamA,1,0,1.2,1.0,15.0,6.4,7.0,3.0,6.0,3.4,8.6,14.8,1.0,1.2,0.0,0.0,1
2003-04,########,ManCityH,LiverpoolA,2,2,1.8,1.0,17.8,9.8,10.0,5.2,9.2,4.6,9.2,12.4,0.8,2.2,0.2,0.0,2
2003-04,########,MiddlesbroughH,ManUnitedA,0,1,0.4,1.2,10.0,10.2,5.0,6.0,4.6,4.4,13.0,10.4,1.8,1.6,0.0,0.2,0
2003-04,########,NewcastleH,BlackburnA,0,1,1.8,1.2,17.2,10.0,10.2,3.8,9.2,6.2,10.2,13.6,1.2,1.6,0.0,0.0,0
2003-04,########,TottenhamH,CharltonA,0,1,1.6,1.2,12.8,12.0,7.6,7.6,6.4,7.6,13.2,13.8,1.6,0.6,0.0,0.0,0
2003-04,########,WolvesH,LeedsA,3,1,2.0,1.0,10.4,8.0,4.8,4.8,4.8,4.8,11.4,12.6,1.6,2.8,0.0,0.2,1
2003-04,########,SouthamptonH,ArsenalA,0,1,1.2,2.0,11.4,11.2,6.4,6.6,5.0,3.6,10.0,11.4,0.4,1.0,0.0,0.2,0
2003-04,########,AstonVillaH,PortsmouthA,2,1,1.8,0.2,15.0,9.4,9.0,4.4,7.0,5.6,15.6,17.0,0.8,1.8,0.0,0.4,1
2003-04,########,BoltonH,ManUnitedA,1,2,1.2,1.4,16.0,8.8,8.6,5.4,7.2,5.2,10.4,10.4,1.4,1.4,0.0,0.2,0
2003-04,########,ChelseaH,LiverpoolA,0,1,2.0,1.2,12.0,8.0,5.4,4.0,5.4,4.6,12.0,12.2,1.2,2.2,0.0,0.2,0
2003-04,########,EvertonH,ArsenalA,1,1,1.4,1.4,14.2,10.4,7.0,5.8,6.4,3.8,10.2,12.4,1.0,1.6,0.0,0.2,2
2003-04,########,ManCityH,CharltonA,1,1,0.8,1.0,18.2,11.2,9.4,6.6,8.2,6.4,8.8,12.4,0.6,0.4,0.0,0.0,2
2003-04,########,MiddlesbroughH,FulhamA,2,1,0.4,0.8,9.2,9.2,3.8,4.4,5.0,2.8,14.2,11.6,1.8,1.2,0.0,0.0,1
2003-04,########,NewcastleH,LeedsA,1,0,1.8,0.8,15.4,8.4,8.8,4.8,7.2,4.8,11.2,13.4,0.8,2.6,0.0,0.2,1
2003-04,########,SouthamptonH,LeicesterA,0,0,1.2,1.8,12.6,7.0,8.2,4.8,5.0,5.2,10.4,15.2,0.6,1.8,0.0,0.0,2
2003-04,########,TottenhamH,BirminghamA,4,1,2.4,1.0,13.0,6.8,7.8,3.0,5.2,4.0,12.6,12.8,1.0,0.8,0.0,0.0,1
2003-04,########,WolvesH,BlackburnA,2,2,2.2,1.6,10.8,9.8,5.0,4.4,4.6,6.4,11.4,15.4,1.2,1.6,0.0,0.0,2
2003-04,########,ArsenalH,MiddlesbroughA,4,1,2.0,1.2,15.4,7.2,9.4,4.0,8.8,2.2,12.4,13.8,1.4,1.2,0.0,0.0,1
2003-04,########,BirminghamH,SouthamptonA,2,1,1.0,0.6,8.6,7.6,5.0,4.0,9.8,6.0,15.4,14.0,1.0,1.0,0.2,0.4,1
2003-04,########,BlackburnH,BoltonA,3,4,1.6,2.0,13.8,9.4,8.4,4.8,9.6,3.0,11.8,12.8,1.6,1.8,0.0,0.0,0
2003-04,########,CharltonH,WolvesA,2,0,1.8,0.8,12.2,8.8,6.2,4.4,5.0,4.4,10.4,14.8,1.0,2.8,0.0,0.0,1
2003-04,########,FulhamH,EvertonA,2,1,1.6,1.2,10.6,9.0,5.2,4.0,4.6,5.8,13.4,11.8,0.4,1.4,0.0,0.0,1
2003-04,########,LeedsH,TottenhamA,0,1,0.8,0.4,9.6,7.6,5.8,4.0,5.4,5.8,15.6,14.0,1.2,1.8,0.0,0.0,0
2003-04,########,LiverpoolH,AstonVillaA,1,0,1.8,0.6,12.6,11.8,6.6,4.4,5.4,4.0,14.0,13.0,1.2,1.2,0.0,0.0,1
2003-04,########,PortsmouthH,ManCityA,4,2,2.6,0.8,11.8,11.2,7.8,5.6,5.2,4.4,10.2,12.2,1.6,1.6,0.0,0.0,1
2003-04,########,LeicesterH,ChelseaA,0,4,0.6,1.8,7.4,12.8,4.2,7.4,5.6,5.4,15.0,10.2,1.0,1.6,0.4,0.0,0
2003-04,########,ManUnitedH,NewcastleA,0,0,2.4,0.4,13.4,8.2,8.2,4.2,4.8,4.4,8.2,9.8,0.4,0.2,0.0,0.2,2
2003-04,########,BoltonH,PortsmouthA,1,0,1.4,0.2,15.0,8.6,7.6,3.8,6.0,3.8,10.2,16.4,1.2,1.4,0.0,0.4,1
2003-04,########,EvertonH,CharltonA,0,1,1.0,1.0,13.0,11.2,5.4,6.6,6.8,6.8,10.0,12.2,1.4,0.6,0.0,0.0,0
2003-04,########,ManCityH,BlackburnA,1,1,1.0,1.6,17.4,8.4,10.0,3.8,6.6,6.0,8.8,15.0,0.6,1.6,0.0,0.0,2
2003-04,########,MiddlesbroughH,LeicesterA,3,3,1.0,1.8,10.2,8.6,4.6,5.8,5.6,5.8,14.0,15.2,1.8,2.4,0.0,0.0,2
2003-04,########,SouthamptonH,LeedsA,2,1,1.6,0.8,13.6,9.4,8.8,5.0,4.6,5.6,12.2,12.8,0.8,2.0,0.0,0.2,1
2003-04,########,TottenhamH,LiverpoolA,2,1,2.4,1.0,12.4,8.0,7.4,3.6,5.6,4.2,13.4,12.0,1.2,2.2,0.0,0.2,1
2003-04,########,WolvesH,ManUnitedA,1,0,1.6,1.0,10.6,10.6,4.6,5.8,5.0,6.4,12.8,9.6,1.6,1.0,0.0,0.2,1
2003-04,########,AstonVillaH,ArsenalA,0,2,1.8,1.2,15.0,11.2,9.2,6.4,6.6,3.0,15.2,14.4,1.4,1.4,0.0,0.2,0
2003-04,########,ChelseaH,BirminghamA,0,0,1.0,0.8,12.2,6.4,5.6,2.8,6.2,4.2,12.0,12.0,1.6,1.0,0.0,0.0,2
2003-04,########,NewcastleH,FulhamA,3,1,1.8,0.8,14.0,9.6,8.6,4.2,7.8,2.6,10.6,10.8,0.6,1.0,0.0,0.0,1
2003-04,########,WolvesH,LiverpoolA,1,1,1.6,1.2,10.2,9.2,5.0,5.4,4.8,4.4,13.0,12.2,1.6,2.0,0.0,0.2,2
2003-04,########,BirminghamH,NewcastleA,1,1,1.0,0.6,8.8,8.2,3.4,4.0,7.2,5.0,15.2,11.0,1.0,0.8,0.2,0.0,2
2003-04,########,CharltonH,BoltonA,1,2,1.4,2.0,12.6,10.2,6.2,5.8,5.8,3.8,10.2,12.4,0.8,1.8,0.0,0.0,0
2003-04,########,FulhamH,TottenhamA,2,1,1.6,0.4,12.2,7.4,6.4,4.4,6.2,7.4,12.8,12.0,0.6,1.2,0.0,0.0,1
2003-04,########,LeedsH,MiddlesbroughA,0,3,0.8,1.8,8.6,7.0,4.6,3.2,5.2,2.4,15.4,13.0,1.2,1.0,0.2,0.0,0
2003-04,########,LeicesterH,AstonVillaA,0,5,0.4,1.4,7.4,12.0,4.6,5.2,6.0,5.2,14.4,11.4,0.6,1.2,0.4,0.0,0
2003-04,########,LiverpoolH,EvertonA,0,0,1.6,1.0,14.8,8.6,7.6,4.4,6.6,5.8,12.2,12.2,1.0,1.2,0.0,0.0,2
2003-04,########,ManUnitedH,SouthamptonA,3,2,2.6,1.0,13.0,9.4,8.0,5.2,3.6,6.8,8.8,13.4,0.4,1.2,0.0,0.2,1
2003-04,########,PortsmouthH,WolvesA,0,0,1.4,0.8,12.4,8.8,8.6,4.4,5.8,5.0,10.2,11.4,1.4,2.6,0.0,0.0,2
2003-04,########,ArsenalH,ManCityA,2,1,2.0,1.0,15.8,12.0,10.6,7.0,8.0,4.8,13.4,11.6,1.6,1.6,0.0,0.2,1
2003-04,########,BlackburnH,ChelseaA,2,3,1.6,2.2,12.8,14.6,7.4,8.4,8.2,6.0,10.4,10.4,1.4,1.4,0.0,0.0,0
2003-04,########,AstonVillaH,LeedsA,2,0,2.0,0.6,13.6,8.4,8.2,4.6,5.4,6.8,15.6,12.6,1.8,2.2,0.0,0.2,1
2003-04,########,BoltonH,LiverpoolA,2,2,1.4,1.4,14.8,10.0,7.6,6.0,5.2,5.2,11.0,12.6,1.8,1.6,0.0,0.2,2
2003-04,########,EvertonH,ManUnitedA,3,4,1.6,1.8,13.6,13.4,6.6,7.0,7.6,7.0,10.0,10.0,1.4,0.8,0.0,0.2,0
2003-04,########,MiddlesbroughH,BlackburnA,0,1,1.0,1.0,12.2,7.4,5.4,2.8,6.0,5.2,11.8,14.4,1.4,1.6,0.0,0.0,0
2003-04,########,NewcastleH,LeicesterA,3,1,2.2,1.6,14.4,8.6,9.2,5.8,8.0,5.2,11.4,14.6,0.6,2.6,0.0,0.0,1
2003-04,########,SouthamptonH,FulhamA,0,0,1.0,0.8,12.2,10.4,7.2,5.6,6.4,3.2,12.2,12.2,1.0,1.2,0.0,0.0,2
2003-04,########,TottenhamH,PortsmouthA,4,3,2.2,0.8,13.0,10.6,8.0,5.2,6.0,3.8,13.8,15.0,1.0,0.8,0.0,0.2,1
2003-04,########,WolvesH,ArsenalA,1,3,1.6,1.6,10.6,11.6,5.2,6.8,5.0,2.8,13.8,15.6,1.6,1.4,0.0,0.0,0
2003-04,########,ChelseaH,CharltonA,1,0,1.0,0.6,13.0,8.2,6.0,3.8,6.6,5.6,11.6,13.2,1.2,0.6,0.0,0.0,1
2003-04,########,ManCityH,BirminghamA,0,0,1.0,0.6,16.8,6.4,9.6,2.4,6.4,4.4,8.0,10.6,0.6,1.0,0.0,0.0,2
2003-04,########,ArsenalH,SouthamptonA,2,0,2.4,1.0,13.6,10.0,9.0,5.8,7.2,7.8,13.4,13.2,1.8,1.6,0.0,0.2,1
2003-04,########,LeedsH,WolvesA,4,1,1.4,0.6,11.0,7.8,5.4,3.8,5.6,4.6,15.6,12.6,0.8,3.0,0.2,0.0,1
2003-04,########,LeicesterH,BoltonA,1,1,0.4,2.0,9.6,10.0,7.4,6.6,6.2,4.8,15.0,12.8,0.6,1.8,0.4,0.0,2
2003-04,########,BirminghamH,EvertonA,3,0,1.6,1.0,10.4,8.2,5.4,4.4,7.2,6.6,15.6,11.4,1.0,0.8,0.2,0.0,1
2003-04,########,BlackburnH,NewcastleA,1,1,1.6,0.6,12.6,9.6,6.4,4.6,8.0,5.6,10.8,10.2,1.4,0.6,0.0,0.0,2
2003-04,########,CharltonH,TottenhamA,2,4,1.8,1.2,13.6,8.0,7.8,5.8,7.2,7.0,10.6,12.2,1.0,1.0,0.0,0.0,0
2003-04,########,FulhamH,AstonVillaA,1,2,1.4,1.8,12.8,12.0,7.0,5.2,6.8,5.2,13.0,12.6,1.0,1.2,0.2,0.0,0
2003-04,########,LiverpoolH,ManCityA,2,1,1.4,1.2,15.2,10.2,7.6,6.2,6.6,4.4,8.8,10.6,0.6,1.4,0.0,0.2,1
2003-04,########,ManUnitedH,MiddlesbroughA,2,3,2.2,2.0,15.2,7.8,9.0,4.2,4.4,3.0,10.2,13.2,0.6,0.8,0.0,0.0,0
2003-04,########,PortsmouthH,ChelseaA,0,2,1.4,2.4,12.2,12.8,8.2,7.2,5.4,6.4,9.4,10.8,0.6,1.4,0.0,0.0,0
2003-04,########,BoltonH,ManCityA,1,3,1.4,1.6,14.2,11.2,7.2,7.0,6.0,5.6,10.6,10.6,1.4,1.4,0.0,0.2,0
2003-04,########,CharltonH,BlackburnA,3,2,2.4,1.4,12.2,10.0,7.2,5.0,7.4,6.4,9.8,12.8,1.0,0.8,0.0,0.0,1
2003-04,########,ChelseaH,ArsenalA,1,2,1.0,1.8,13.2,11.6,5.8,7.4,7.2,3.6,12.2,16.6,1.6,1.4,0.2,0.0,0
2003-04,########,ManUnitedH,LeedsA,1,1,1.8,0.6,18.0,8.6,9.0,4.4,6.4,7.2,11.0,14.4,0.8,2.0,0.0,0.2,2
2003-04,########,NewcastleH,MiddlesbroughA,2,1,1.8,2.0,13.8,9.0,8.8,5.0,7.2,3.6,13.4,15.0,0.2,1.4,0.0,0.0,1
2003-04,########,SouthamptonH,EvertonA,3,3,1.0,1.2,11.6,8.8,6.8,4.8,6.0,5.6,13.6,12.6,1.2,0.6,0.0,0.0,2
2003-04,########,WolvesH,FulhamA,2,1,1.4,0.6,10.8,10.2,6.4,5.2,5.4,3.4,14.2,13.2,1.6,1.0,0.0,0.0,1
2003-04,########,AstonVillaH,BirminghamA,2,2,1.8,0.6,13.6,7.2,8.2,3.4,6.0,4.0,16.2,10.2,1.2,0.8,0.0,0.0,2
2003-04,########,TottenhamH,LeicesterA,4,4,2.8,2.0,12.2,10.2,8.2,6.4,5.4,4.4,13.2,13.8,0.6,2.4,0.0,0.2,2
2003-04,########,ArsenalH,CharltonA,2,1,2.6,0.8,15.6,7.4,9.8,3.8,8.6,4.8,12.2,13.0,1.4,0.4,0.0,0.0,1
2003-04,########,BlackburnH,SouthamptonA,1,1,1.8,0.8,13.4,10.4,6.8,6.2,7.4,8.6,11.4,13.2,1.4,1.8,0.0,0.2,2
2003-04,########,EvertonH,AstonVillaA,2,0,1.4,1.4,13.6,11.4,6.4,5.4,6.4,7.2,10.0,14.0,1.8,1.6,0.0,0.0,1
2003-04,########,FulhamH,ManUnitedA,1,1,1.6,1.6,12.8,13.6,7.2,7.0,7.2,6.0,13.4,12.2,0.8,1.0,0.2,0.2,2
2003-04,########,LeicesterH,WolvesA,0,0,0.4,0.2,10.0,7.4,7.6,3.4,6.2,4.0,12.6,11.6,0.2,2.4,0.0,0.0,2
2003-04,########,ManCityH,ChelseaA,0,1,0.8,2.4,15.8,12.4,8.2,6.2,6.2,5.0,8.2,11.0,0.6,1.0,0.0,0.0,0
2003-04,########,LeedsH,LiverpoolA,2,2,1.2,1.4,10.6,12.2,4.4,6.8,5.6,5.4,14.8,12.0,0.4,1.4,0.2,0.2,2
2003-04,########,PortsmouthH,NewcastleA,1,1,1.4,0.8,13.4,8.4,7.8,4.0,5.6,5.0,8.6,10.2,0.8,1.0,0.0,0.0,2
2003-04,########,BirminghamH,MiddlesbroughA,3,1,2.2,1.8,11.0,9.6,6.0,5.6,6.0,4.4,13.6,17.0,1.4,2.0,0.0,0.2,1
2003-04,########,BirminghamH,BoltonA,2,0,2.2,1.6,12.0,11.2,6.6,6.6,4.8,5.2,12.0,13.6,1.2,1.6,0.0,0.0,1
2003-04,########,MiddlesbroughH,TottenhamA,1,0,1.2,1.2,11.8,9.2,5.4,5.4,6.0,6.6,11.2,12.8,1.4,0.8,0.0,0.0,1
2003-04,########,BirminghamH,LeicesterA,0,1,1.8,1.8,11.0,9.6,6.2,5.6,5.0,4.2,11.6,15.6,1.4,2.4,0.0,0.2,0
2003-04,########,BlackburnH,ArsenalA,0,2,1.4,2.0,12.8,11.0,5.8,6.6,6.2,3.6,11.6,16.8,1.2,1.6,0.0,0.0,0
2003-04,########,BoltonH,ChelseaA,0,2,1.0,2.4,15.2,11.8,7.8,6.2,7.0,5.0,9.0,11.6,1.4,0.8,0.0,0.0,0
2003-04,########,CharltonH,MiddlesbroughA,1,0,1.8,1.6,13.4,11.6,7.8,6.6,6.6,5.2,9.6,14.6,0.8,1.8,0.0,0.2,1
2003-04,########,EvertonH,PortsmouthA,1,0,1.4,0.8,13.0,9.4,6.4,4.4,6.6,3.6,10.6,13.2,1.8,0.6,0.0,0.2,1
2003-04,########,FulhamH,LeedsA,2,0,1.6,0.4,13.8,8.6,7.8,4.8,5.8,6.6,13.6,14.2,1.6,1.8,0.2,0.0,1
2003-04,########,ManCityH,ManUnitedA,4,1,1.2,1.6,16.0,15.0,8.8,7.6,6.2,6.4,10.6,12.0,0.6,1.0,0.0,0.0,1
2003-04,########,SouthamptonH,LiverpoolA,2,0,1.4,1.2,11.8,15.0,6.8,9.0,5.8,6.2,14.8,11.8,1.6,1.2,0.0,0.0,1
2003-04,########,TottenhamH,NewcastleA,1,0,3.0,0.6,10.8,7.2,7.2,3.6,3.8,6.0,14.2,10.8,0.4,1.0,0.0,0.0,1
2003-04,########,WolvesH,AstonVillaA,0,4,1.0,2.2,10.6,11.8,5.6,6.0,6.6,8.8,13.6,14.2,1.6,1.6,0.0,0.0,0
2003-04,########,LiverpoolH,PortsmouthA,3,0,1.8,0.8,15.6,8.8,8.2,4.6,6.8,5.0,9.4,14.4,0.6,0.8,0.0,0.2,1
2003-04,########,ArsenalH,BoltonA,2,1,2.4,1.6,14.8,11.4,9.4,6.6,7.0,5.2,11.6,12.8,1.2,1.6,0.0,0.0,1
2003-04,########,AstonVillaH,BlackburnA,0,2,1.2,1.6,13.2,11.0,8.0,5.8,5.2,6.0,15.0,13.0,1.2,1.0,0.0,0.0,0
2003-04,########,ChelseaH,FulhamA,2,1,0.8,0.8,12.8,9.4,5.8,4.8,7.6,3.0,13.0,14.4,1.8,1.4,0.2,0.0,1
2003-04,########,LeicesterH,EvertonA,1,1,0.4,1.0,10.8,8.2,7.4,4.2,6.8,5.6,12.8,14.8,0.4,1.2,0.0,0.2,2
2003-04,########,LiverpoolH,WolvesA,1,0,1.4,0.2,15.4,8.0,7.4,4.4,8.2,4.2,8.4,10.6,0.6,1.6,0.0,0.0,1
2003-04,########,ManUnitedH,TottenhamA,3,0,1.8,1.2,16.4,9.8,8.0,5.4,5.8,5.8,12.2,12.8,1.0,0.8,0.0,0.0,1
2003-04,########,MiddlesbroughH,BirminghamA,5,3,2.2,1.2,12.2,9.8,6.8,5.4,6.0,4.4,11.2,10.2,1.2,0.8,0.0,0.0,1
2003-04,########,NewcastleH,CharltonA,3,1,2.4,0.8,13.8,6.6,8.6,2.6,6.8,3.8,14.4,12.8,0.2,0.8,0.0,0.0,1
2003-04,########,PortsmouthH,SouthamptonA,1,0,1.2,0.8,14.6,11.8,7.8,7.4,6.2,8.4,9.8,13.2,0.6,1.8,0.0,0.2,1
2003-04,########,LeedsH,ManCityA,2,1,1.6,1.6,10.2,13.6,4.4,8.8,5.0,6.0,14.4,10.6,0.8,1.4,0.2,0.4,1
2003-04,########,BirminghamH,LeedsA,4,1,2.4,0.6,11.4,9.0,6.6,5.2,6.0,7.4,11.2,14.4,1.2,1.8,0.0,0.0,1
2003-04,########,BlackburnH,PortsmouthA,1,2,1.0,1.0,14.0,8.2,7.0,4.6,6.4,4.4,10.8,13.6,0.8,0.8,0.0,0.2,0
2003-04,########,CharltonH,AstonVillaA,1,2,1.6,2.6,13.6,14.0,8.8,7.8,6.0,10.0,10.6,14.0,0.8,1.4,0.0,0.0,0
2003-04,########,ChelseaH,WolvesA,5,2,1.8,0.6,14.0,8.4,7.4,4.4,7.4,4.0,11.2,10.6,1.8,1.4,0.2,0.0,1
2003-04,########,EvertonH,MiddlesbroughA,1,1,1.4,1.2,14.2,10.6,7.0,6.4,7.2,4.8,11.2,16.0,1.8,2.0,0.0,0.2,2
2003-04,########,ManCityH,FulhamA,0,0,1.0,0.6,14.8,8.6,7.6,4.4,6.4,3.0,11.2,13.0,0.8,1.0,0.0,0.0,2
2003-04,########,SouthamptonH,TottenhamA,1,0,1.6,1.0,12.6,9.8,6.2,5.6,7.0,6.0,14.0,13.4,1.2,1.0,0.0,0.0,1
2003-04,########,ArsenalH,ManUnitedA,1,1,1.8,1.4,14.2,15.4,8.8,7.8,7.2,6.6,12.2,14.0,1.2,1.2,0.0,0.0,2
2003-04,########,BoltonH,NewcastleA,1,0,1.0,0.6,16.2,8.8,9.2,4.4,6.4,6.8,10.4,10.6,1.2,1.4,0.0,0.0,1
2003-04,########,LeicesterH,LiverpoolA,0,0,0.4,1.0,12.2,16.8,8.6,10.6,7.0,7.0,12.4,14.0,1.2,1.6,0.0,0.0,2
2003-04,########,FulhamH,BirminghamA,0,0,1.2,1.0,12.2,9.2,6.8,5.0,5.6,3.6,14.6,13.4,2.4,1.2,0.2,0.0,2
2003-04,########,MiddlesbroughH,BoltonA,2,0,2.2,0.8,12.2,10.8,7.0,6.2,5.6,5.4,11.0,13.2,1.4,1.4,0.0,0.0,1
2003-04,########,NewcastleH,EvertonA,4,2,3.0,1.2,13.6,8.6,9.0,4.4,6.8,6.0,13.8,14.4,0.2,1.2,0.0,0.2,1
2003-04,########,TottenhamH,ChelseaA,0,1,2.2,1.8,11.0,11.6,7.2,6.4,4.6,5.4,13.2,12.2,0.8,0.6,0.0,0.0,0
2003-04,########,WolvesH,SouthamptonA,1,4,1.0,1.4,10.0,12.6,5.0,8.2,6.4,7.6,13.4,10.2,1.6,1.8,0.0,0.0,0
2003-04,########,AstonVillaH,ManCityA,1,1,1.0,1.4,10.8,12.0,6.0,8.4,4.4,5.4,14.2,11.6,1.4,1.4,0.0,0.4,2
2003-04,########,LiverpoolH,BlackburnA,4,0,2.0,1.2,17.8,11.0,8.8,5.2,8.8,5.4,7.2,11.0,0.0,1.0,0.0,0.0,1
2003-04,########,LeedsH,LeicesterA,3,2,2.2,2.2,11.8,10.6,6.2,5.8,5.6,5.4,14.8,15.4,1.2,2.4,0.4,0.2,1
2003-04,########,ArsenalH,LiverpoolA,4,2,2.2,1.2,14.4,16.4,8.4,9.6,6.6,7.6,12.8,12.6,1.4,1.6,0.0,0.0,1
2003-04,########,EvertonH,TottenhamA,3,1,2.0,1.0,13.4,11.4,7.6,6.2,6.8,4.2,11.8,13.8,1.0,1.4,0.0,0.2,1
2003-04,########,BirminghamH,ManUnitedA,1,2,2.0,1.8,10.6,14.4,6.0,7.8,4.4,4.8,11.4,15.0,1.0,1.2,0.0,0.0,0
2003-04,########,BlackburnH,LeedsA,1,2,0.8,0.8,13.2,8.4,7.0,4.6,6.6,7.0,11.8,15.4,0.8,2.0,0.0,0.0,0
