,HomeTeam,AwayTeam,Ave L5 HG,Ave L5 AG,Ave L5 HST,Ave L5 AST,Ave L5 HC,Ave L5 AC,Ave L5 HF,Ave L5 AF,Ave L5 HY,Ave L5 AY,Ave L5 HR,Ave L5 AR,Home-AwayG,Home-AwaySHTT,Home-AwayCorners,Home-AwayFouls,SumofAdvantages,Result
1584,MiddlesbroughH,ChelseaA,1.6,1,8,8.4,4.8,5.2,13.4,14.8,1.4,1,0,0.2,0.6,-0.4,-0.4,-1.4,-1.6,0
1585,NewcastleH,WestBromA,1.8,0.8,8.6,5,10.8,4.4,13,15,1.4,0.8,0,0.2,1,3.6,6.4,-2,9,1
1586,TottenhamH,ManUnitedA,0.6,1.2,7,7.4,5.6,6.2,13.4,13,2,1,0,0.4,-0.6,-0.4,-0.6,0.4,-1.2,0
1587,PortsmouthH,EvertonA,2.6,1.2,8.8,3.2,6.4,4.6,12.6,12.8,0.6,1.6,0,0.4,1.4,5.6,1.8,-0.2,8.6,0
1588,CharltonH,BlackburnA,1.6,0.4,6.2,3.2,6.2,6.6,11.6,17.2,0.2,2.2,0,0,1.2,3,-0.4,-5.6,-1.8,1
1589,ArsenalH,CharltonA,3.2,1,9,3,5.8,3,12,12,1.4,1,0,0,2.2,6,2.8,0,11,1
1590,BlackburnH,AstonVillaA,1.2,0.8,4.6,6.6,6.4,6.8,15.6,14,1.2,1.2,0.2,0,0.4,-2,-0.4,1.6,-0.4,2
1591,EvertonH,TottenhamA,1,1,7.4,6.2,6.2,3.8,12.2,11.8,1.2,1.4,0,0,0,1.2,2.4,0.4,4,0
1592,NorwichH,PortsmouthA,1.521546,1.2,6.19,5,6.10545,3.4,11.43219,13.8,1.405703,2.4,0.063371,0,0.321546,1.19,2.70545,-2.36781,1.849186,2
1593,SouthamptonH,ManCityA,1.6,0.8,8.4,6.4,5.6,6.6,12.4,14,0.4,1.4,0,0.2,0.8,2,-1,-1.6,0.2,2
1594,WestBromH,BoltonA,1.4,1.4,4.4,4.8,7,5.2,12.6,12.4,0.8,0.8,0.2,0,0,-0.4,1.8,0.2,1.6,1
1595,BirminghamH,NewcastleA,0.8,1.8,3.6,5,6.2,4.6,14,13.2,1.8,1.6,0.4,0,-1,-1.4,1.6,0.8,1.33227E-15,2
1596,ChelseaH,LiverpoolA,1,1,6.8,4.8,8,3.8,12.6,14.4,0.2,0.8,0,0,0,2,4.2,-1.8,4.4,1
1597,ManUnitedH,MiddlesbroughA,1.2,1.4,7.8,6.8,8.4,3.6,11,11,1,1.8,0,0,-0.2,1,4.8,0,5.6,2
1598,CrystalPalaceH,FulhamA,1.521546,1.4,6.19,5.2,6.10545,5.4,11.43219,10.8,1.405703,2.2,0.063371,0.6,0.121546,0.99,0.70545,0.63219,2.449186,1
1599,ArsenalH,AstonVillaA,3.4,0.8,10,5.6,5.6,6.6,11.2,15.8,1.8,2,0,0,2.6,4.4,-1,-4.6,1.4,1
1600,BirminghamH,ManUnitedA,0.8,0.8,4.4,7.2,6.2,6,15,12.2,1.6,0.4,0.2,0,0,-2.8,0.2,2.8,0.2,2
1601,BlackburnH,MiddlesbroughA,1,2,4.6,8,5.6,5.2,15.8,12.2,1.6,2,0.4,0,-1,-3.4,0.4,3.6,-0.4,0
1602,BoltonH,CrystalPalaceA,1.8,0.8,9,4.6,6.4,6.2,14.6,16.4,1.6,1.4,0,0,1,4.4,0.2,-1.8,3.8,1
1603,EvertonH,SouthamptonA,1,0.2,6.6,4,5.8,5.2,10.4,13.4,0.8,1.2,0,0,0.8,2.6,0.6,-3,1,1
1604,FulhamH,LiverpoolA,1,1.2,6,3.8,5.2,4,12,14.8,0.6,1.4,0,0.2,-0.2,2.2,1.2,-2.8,0.4,0
1605,ManCityH,ChelseaA,1.2,0.8,5.4,7.6,6.4,7.2,12.2,12.4,0.6,1,0,0,0.4,-2.2,-0.8,-0.2,-2.8,1
1606,WestBromH,NorwichA,1,0.6,4.2,3,7,4.2,13.4,15,1.2,1,0.2,0,0.4,1.2,2.8,-1.6,2.8,2
1607,CharltonH,NewcastleA,1.4,1.8,6.4,5.6,6.4,6.2,12,11.2,0.4,1.6,0,0,-0.4,0.8,0.2,0.8,1.4,2
1608,PortsmouthH,TottenhamA,1.8,0.6,8,5.2,5.6,4.2,12.6,11.8,0.6,1.2,0,0,1.2,2.8,1.4,0.8,6.2,1
1609,AstonVillaH,FulhamA,1.8,1,6.6,4.2,7.2,5.6,15.4,10.8,1,2.2,0,0.6,0.8,2.4,1.6,4.6,9.4,1
1610,ChelseaH,BlackburnA,1.6,0.4,7.6,3.6,8.6,5.8,13.8,16,0.4,2.2,0,0,1.2,4,2.8,-2.2,5.8,1
1611,CrystalPalaceH,WestBromA,1.4,0.6,5.6,4.8,5.2,6,10,14.8,1.2,1.2,0,0.2,0.8,0.8,-0.8,-4.8,-4,1
1612,LiverpoolH,CharltonA,2.2,0.4,8.4,2,8,2.6,9.6,12.4,0.6,1.2,0,0,1.8,6.4,5.4,-2.8,10.8,1
1613,NorwichH,EvertonA,1.2,1.6,7.4,5,6,4.8,12,13.4,0.6,1.8,0,0.4,-0.4,2.4,1.2,-1.4,1.8,0
1614,TottenhamH,BoltonA,0.6,1.4,5.4,5,4.6,5.2,14.4,14,2,0.8,0,0,-0.8,0.4,-0.6,0.4,-0.6,0
1615,ManUnitedH,ArsenalA,1.4,2.4,7.4,10.2,7.8,5,13.2,13,0.8,1.4,0,0,-1,-2.8,2.8,0.2,-0.8,1
1616,MiddlesbroughH,PortsmouthA,1.4,1,8.8,4.2,5.6,3,12.6,10.6,1.2,2.4,0,0,0.4,4.6,2.6,2,9.6,2
1617,NewcastleH,ManCityA,2.4,1.2,9.2,6.4,9.6,6.8,13,14,1.6,1.8,0,0.2,1.2,2.8,2.8,-1,5.8,1
1618,SouthamptonH,BirminghamA,1,0.6,6.2,4,5.8,4.2,12,13.8,0.2,2,0,0,0.4,2.2,1.6,-1.8,2.4,2
1619,ArsenalH,SouthamptonA,2.8,0.6,9.6,4.4,5.6,5.4,11.2,15.8,1.8,2,0,0,2.2,5.2,0.2,-4.6,3,2
1620,BirminghamH,CrystalPalaceA,0.8,0.8,6,3.2,6.8,4.6,14.6,16,1.8,1.4,0.2,0,0,2.8,2.2,-1.4,3.6,0
1621,BlackburnH,LiverpoolA,1.2,1.4,5.2,4,6,3.6,15.6,14.8,1.8,1.4,0.4,0.2,-0.2,1.2,2.4,0.8,4.2,2
1622,CharltonH,MiddlesbroughA,1.2,1.8,5,8.4,6,5,13,11,1,1.8,0,0,-0.6,-3.4,1,2,-1,0
1623,EvertonH,AstonVillaA,1,0.8,7.2,5.8,7.4,6.4,9.6,15.6,0.6,1.8,0,0,0.2,1.4,1,-6,-3.4,2
1624,FulhamH,TottenhamA,1,0.4,4.4,3.8,4.6,4.4,12,11.2,0.6,1,0,0,0.6,0.6,0.2,0.8,2.2,1
1625,PortsmouthH,ManUnitedA,2,0.8,7.8,8.4,4.6,7.2,13.8,12.4,0.2,0.8,0,0,1.2,-0.6,-2.6,1.4,-0.6,1
1626,WestBromH,ChelseaA,1,1.4,5,8.8,5,8,13.4,10.8,1,1,0.2,0,-0.4,-3.8,-3,2.6,-4.6,0
1627,BoltonH,NewcastleA,1.4,1.6,9,5.6,5.4,5.8,15.4,10.8,1.6,1.6,0,0,-0.2,3.4,-0.4,4.6,7.4,1
1628,ManCityH,NorwichA,1.2,0.6,6.6,3.6,6.4,4,11.4,13,0.8,0.8,0,0,0.6,3,2.4,-1.6,4.4,2
1629,AstonVillaH,PortsmouthA,2,0.8,7.4,3.2,6,3.2,14.2,10.2,1.2,2.2,0,0,1.2,4.2,2.8,4,12.2,1
1630,ChelseaH,EvertonA,1.6,1,7.2,3.8,11.4,4.2,12.4,12.8,0.6,2.2,0,0.2,0.6,3.4,7.2,-0.4,10.8,1
1631,CrystalPalaceH,ArsenalA,1.4,1.8,4,10,4.2,5.2,10.8,10.8,1,1.4,0,0,-0.4,-6,-1,0,-7.4,2
1632,LiverpoolH,BirminghamA,2,0.6,9.2,2,7.2,4.4,11.2,14,1,1.4,0,0,1.4,7.2,2.8,-2.8,8.6,0
1633,NorwichH,BlackburnA,1.2,0.2,6.4,4.2,6.2,5.4,12.8,14.8,0.8,1.6,0,0.2,1,2.2,0.8,-2,2,2
1634,SouthamptonH,WestBromA,0.8,0.8,6,5.4,6.2,5.2,12.2,14.2,0.6,1.2,0,0.2,0,0.6,1,-2,-0.4,2
1635,TottenhamH,CharltonA,0.8,0.8,6.2,1.6,5,1.8,12.2,12.6,1.4,1.4,0,0.2,0,4.6,3.2,-0.4,7.4,0
1636,ManUnitedH,ManCityA,1,1,8,5.8,8.8,6.4,13.6,12.6,1.2,1.6,0.2,0,0,2.2,2.4,1,5.6,2
1637,MiddlesbroughH,BoltonA,1.2,1.6,8.2,5,5,5,12,13.8,0.8,1.4,0,0.2,-0.4,3.2,0,-1.8,1,2
1638,NewcastleH,FulhamA,2.6,1.6,12,5.2,10.8,4.8,13.4,11.6,1.6,2,0,0.6,1,6.8,6,1.8,15.6,0
1639,BirminghamH,EvertonA,0.6,1.2,6.4,5,7.4,4.4,13.2,12.6,1.6,2,0.4,0.2,-0.6,1.4,3,0.6,4.4,0
1640,BoltonH,AstonVillaA,1.4,1.2,8.8,6,6.2,5,14.4,17.6,1.4,1.8,0,0,0.2,2.8,1.2,-3.2,1,0
1641,CharltonH,NorwichA,1.4,0.2,6.2,3.4,5.4,3.8,14.6,13.2,1,1.2,0,0,1.2,2.8,1.6,1.4,7,1
1642,FulhamH,ChelseaA,1.2,1.8,4.4,9,4.6,7.8,12.6,11,0.6,1.2,0,0,-0.6,-4.6,-3.2,1.6,-6.8,0
1643,LiverpoolH,CrystalPalaceA,2.2,1,8.2,3.6,7,4.4,12,16.2,1,1.6,0,0,1.2,4.6,2.6,-4.2,4.2,1
1644,ManCityH,BlackburnA,0.6,0.4,6,4.6,5.8,5.4,13,13.8,1,1.4,0.2,0.2,0.2,1.4,0.4,-0.8,1.2,2
1645,SouthamptonH,PortsmouthA,1,0.8,5.8,3.2,5.2,3.6,13.2,11,0.6,2.6,0,0,0.2,2.6,1.6,2.2,6.6,1
1646,TottenhamH,ArsenalA,1.4,2,7,8.2,5.2,4,13.2,11.6,1.2,1.2,0,0,-0.6,-1.2,1.2,1.6,1,0
1647,NewcastleH,ManUnitedA,2.4,1.2,10.4,6.8,8.8,5.8,12.2,12.2,2,0.6,0,0,1.2,3.6,3,0,7.8,0
1648,WestBromH,MiddlesbroughA,1,1.8,5.8,8.8,5.6,5.8,13.6,12.2,1,1.6,0.2,0,-0.8,-3,-0.2,1.4,-2.6,0
1649,ArsenalH,WestBromA,2.4,0.8,8.6,4.2,6.8,4.6,10.8,13.4,1.4,1.2,0,0.2,1.6,4.4,2.2,-2.6,5.6,2
1650,ChelseaH,BoltonA,1.6,1.6,8,5,11.4,4.2,13.8,14.4,0.8,1.2,0,0.2,0,3,7.2,-0.6,9.6,2
1651,CrystalPalaceH,NewcastleA,1.4,1.6,4.2,5.4,4.6,6,11.6,10.6,1,2,0,0,-0.2,-1.2,-1.4,1,-1.8,0
1652,EvertonH,FulhamA,0.8,1,6.6,4,8.4,4.6,9.6,14,0.6,1.8,0,0.6,-0.2,2.6,3.8,-4.4,1.8,1
1653,ManUnitedH,CharltonA,1.4,0.8,9,1.4,8.4,1.6,13.6,13.6,1.2,1.2,0.2,0.2,0.6,7.6,6.8,0,15,1
1654,MiddlesbroughH,LiverpoolA,1.2,1.4,6.4,5.6,4.8,4.2,11.6,14,1.2,1.8,0,0.2,-0.2,0.8,0.6,-2.4,-1.2,1
1655,NorwichH,SouthamptonA,1.4,0.6,7,5.4,6.2,6.6,13.6,16.2,0.8,1.4,0,0,0.8,1.6,-0.4,-2.6,-0.6,1
1656,PortsmouthH,ManCityA,1.4,1.6,6.6,8.2,5,7.6,13,12.8,0.8,1.4,0,0,-0.2,-1.6,-2.6,0.2,-4.2,0
1657,BlackburnH,BirminghamA,1.6,1.2,6.4,2.6,6.4,4.6,13,14.8,1.4,1.4,0.2,0,0.4,3.8,1.8,-1.8,4.2,2
1658,AstonVillaH,TottenhamA,1.4,0.2,5.8,3.8,5.2,4.4,13,11.4,0.6,1,0,0,1.2,2,0.8,1.6,5.6,1
1659,BirminghamH,NorwichA,0.6,0.4,7.4,3.6,6.2,3,13.6,13.8,1.4,1.2,0.2,0,0.2,3.8,3.2,-0.2,7,2
1660,BoltonH,PortsmouthA,1,1,9.4,3.6,6.8,4,12.6,10.8,1,2.2,0,0,0,5.8,2.8,1.8,10.4,0
1661,CharltonH,ChelseaA,1.4,2.6,6.2,9.4,5,8,14.8,10.8,1,1.2,0,0,-1.2,-3.2,-3,4,-3.4,0
1662,FulhamH,BlackburnA,1.2,0.8,4.2,5.2,4,5.6,11.2,12.6,0.6,1.4,0.2,0.2,0.4,-1,-1.6,-1.4,-3.6,0
1663,ManCityH,AstonVillaA,1,1.2,6.4,4.8,5.6,5.4,13,18.8,1,1.8,0.2,0.2,-0.2,1.6,0.2,-5.8,-4.2,1
1664,SouthamptonH,CrystalPalaceA,1.2,1.2,6.2,4.6,4.6,4.6,11.6,14.2,0.6,1.8,0,0,0,1.6,0,-2.6,-1,2
1665,WestBromH,ManUnitedA,0.8,1.4,5.2,7.2,3.6,6,14,11.4,0.6,0.4,0,0,-0.6,-2,-2.4,2.6,-2.4,0
1666,LiverpoolH,ArsenalA,2,1.6,7.8,7.2,6.6,3.2,11.4,12.8,1,1.2,0,0,0.4,0.6,3.4,-1.4,3,1
1667,NewcastleH,EvertonA,2,1.2,11.4,4.6,8.8,4,13,14.6,1.8,2,0,0,0.8,6.8,4.8,-1.6,10.8,2
1668,TottenhamH,MiddlesbroughA,1.8,1.8,7.4,7.2,3.6,6.6,12,12.4,1,1.2,0,0.2,0,0.2,-3,-0.4,-3.2,1
1669,ArsenalH,BirminghamA,2.6,1,8.2,2.2,7,4.4,9.6,14,1.2,1,0,0,1.6,6,2.6,-4.4,5.8,1
1670,AstonVillaH,LiverpoolA,1.6,1.4,5.2,6.4,5.4,5.6,13.2,13,0.8,1.4,0,0.2,0.2,-1.2,-0.2,0.2,-1,2
1671,BlackburnH,TottenhamA,1.4,0.4,7.2,4.8,5.2,4.2,12.6,11,2,0.8,0.2,0,1,2.4,1,1.6,6,0
1672,ChelseaH,NewcastleA,2.4,1.2,8.2,5.8,10.2,5.2,13,11.4,0.8,1.8,0,0,1.2,2.4,5,1.6,10.2,1
1673,EvertonH,BoltonA,1.2,1.6,5.4,5.2,8,3.4,9.8,14.6,0.4,1.2,0,0.2,-0.4,0.2,4.6,-4.8,-0.4,1
1674,ManUnitedH,SouthamptonA,1.6,0.6,10,4,10.2,5,10.2,15.6,1,1.4,0.2,0,1,6,5.2,-5.4,6.8,1
1675,NorwichH,FulhamA,1.4,1,7.2,5.2,7,3.6,16,17.2,0.8,1.4,0,0.2,0.4,2,3.4,-1.2,4.6,0
1676,PortsmouthH,WestBromA,1.4,1.2,7.2,4,5,4,13,14,0.8,1.6,0,0.2,0.2,3.2,1,-1,3.4,1
1677,CrystalPalaceH,CharltonA,1.2,0.8,4.6,2.6,5.2,1.6,12,13.2,1,1.4,0,0.2,0.4,2,3.6,-1.2,4.8,0
1678,MiddlesbroughH,ManCityA,1.4,1.6,6.6,7.4,4.8,7,11.2,13.4,0.8,1.6,0,0,-0.2,-0.8,-2.2,-2.2,-5.4,1
1679,CrystalPalaceH,BlackburnA,0.8,0.8,2.8,5.4,3.6,3.8,13.8,13.8,1.4,1.8,0,0.4,0,-2.6,-0.2,0,-2.8,2
1680,EvertonH,LiverpoolA,1.4,1.4,5,6.8,6.2,6.6,10.4,11.8,0.6,1.8,0,0.2,0,-1.8,-0.4,-1.4,-3.6,1
1681,ManCityH,TottenhamA,1,0.4,5.6,4.8,5.2,4.2,11.4,10.2,1,0.8,0.2,0,0.6,0.8,1,1.2,3.6,0
1682,NewcastleH,PortsmouthA,1.6,0.8,9.8,3.2,8.4,4,12.4,12.4,1.4,1.8,0,0,0.8,6.6,4.4,0,11.8,2
1683,NorwichH,BoltonA,1.6,1.8,6.2,4.4,6.2,3.2,15.4,16.8,0.8,1.8,0,0.2,-0.2,1.8,3,-1.4,3.2,1
1684,SouthamptonH,MiddlesbroughA,1.6,2,5,6.8,4.2,7.4,11.2,12.2,0.8,0.8,0,0.2,-0.4,-1.8,-3.2,-1,-6.4,2
1685,WestBromH,CharltonA,0.4,1,4.6,3,3.6,2.6,13.6,12.8,0.6,1.2,0,0.2,-0.6,1.6,1,0.8,2.8,0
1686,ArsenalH,ChelseaA,2.2,2.8,7.4,8,6.6,7.8,9.2,11.2,0.8,1.6,0,0,-0.6,-0.6,-1.2,-2,-4.4,2
1687,AstonVillaH,BirminghamA,1.6,1.2,4.8,2.8,5.6,4,13,16,0.8,1.6,0,0,0.4,2,1.6,-3,1,0
1688,FulhamH,ManUnitedA,1.2,1.4,3.6,7.6,4.2,6.8,12,11.6,1,0.6,0.2,0,-0.2,-4,-2.6,0.4,-6.4,2
1689,LiverpoolH,PortsmouthA,1.6,0.8,6.8,3.8,7,4.8,10.6,13.2,0.8,1.4,0,0,0.8,3,2.2,-2.6,3.4,2
1690,BirminghamH,WestBromA,1,1,7.2,5.2,5.4,3.8,13,15,0.8,2,0.2,0,0,2,1.6,-2,1.6,1
1691,BlackburnH,EvertonA,1,1,7.6,4.6,5.6,3.4,14.8,15.6,1.8,2.2,0.2,0,0,3,2.2,-0.8,4.4,2
1692,BoltonH,ManCityA,0.8,1.8,8.2,5.6,7,4.4,14.6,13.6,0.6,1.6,0,0,-1,2.6,2.6,1,5.2,0
1693,ChelseaH,NorwichA,3,0.4,8.8,3.4,9.4,3.2,12.6,13.6,0.8,1.2,0,0,2.6,5.4,6.2,-1,13.2,1
1694,ManUnitedH,CrystalPalaceA,2.4,1.4,10.8,3.6,11.2,3.6,11,12.8,0.8,1.8,0.2,0,1,7.2,7.6,-1.8,14,1
1695,MiddlesbroughH,AstonVillaA,2,0.8,7.4,4.2,5.2,5,10.4,19,0.8,1.6,0,0.2,1.2,3.2,0.2,-8.6,-4,1
1696,TottenhamH,SouthamptonA,2.8,0.8,8.8,3.8,4.2,4.8,12,14.4,0.8,1.6,0,0,2,5,-0.6,-2.4,4,1
1697,LiverpoolH,NewcastleA,1.8,1,6.4,5.8,5.6,5.2,11.2,12.4,0.8,2,0,0.2,0.8,0.6,0.4,-1.2,0.6,1
1698,PortsmouthH,ArsenalA,1.4,1.6,7,6.4,5.4,4.4,13.2,13,0.6,1.4,0,0,-0.2,0.6,1,0.2,1.6,0
1699,CharltonH,FulhamA,1.6,1.2,6.6,5,4.8,3.6,14,18.4,1,1.6,0,0,0.4,1.6,1.2,-4.4,-1.2,1
1700,ArsenalH,FulhamA,2,1.2,6,5,6.8,4,9.4,17.4,0.6,1.8,0,0,0.8,1,2.8,-8,-3.4,1
1701,BirminghamH,MiddlesbroughA,1.4,1.2,8,6,5.8,6,13.2,11.2,0.8,0.6,0.2,0.2,0.2,2,-0.2,2,4,1
1702,BlackburnH,NewcastleA,1.4,1.2,8.8,4.8,6.6,4.4,16,14.8,1.6,2.2,0,0.2,0.2,4,2.2,1.2,7.6,2
1703,ChelseaH,AstonVillaA,2.4,0.6,7.6,5.2,8.2,5,12.8,17.2,1.2,1.4,0,0.2,1.8,2.4,3.2,-4.4,3,1
1704,CrystalPalaceH,PortsmouthA,0.2,1,4,4.6,4,5.4,13.6,13.4,1.2,1.6,0,0,-0.8,-0.6,-1.4,0.2,-2.6,0
1705,EvertonH,ManCityA,1.6,1.4,5.2,5.6,6,4.2,12.2,15,0.8,1.4,0,0.2,0.2,-0.4,1.8,-2.8,-1.2,1
1706,ManUnitedH,BoltonA,2.4,1.4,11.2,3.8,12.4,2.6,9.4,16.2,0.4,1.8,0.2,0.2,1,7.4,9.8,-6.8,11.4,1
1707,NorwichH,TottenhamA,1.2,0.8,5.8,5.2,6,4.8,16,9.8,1,0.8,0,0,0.4,0.6,1.2,6.2,8.4,0
1708,SouthamptonH,CharltonA,1.6,1,5.6,3.8,4.4,4.8,10.4,13,1,1,0,0.2,0.6,1.8,-0.4,-2.6,-0.6,2
1709,WestBromH,LiverpoolA,0.4,1.6,4.4,7.8,4,7.6,13.4,11.6,0.2,1.2,0.2,0,-1.2,-3.4,-3.6,1.8,-6.4,0
1710,AstonVillaH,ManUnitedA,1.2,1.6,5,7.6,5.2,8,11.6,11.4,0.8,1.2,0,0,-0.4,-2.6,-2.8,0.2,-5.6,0
1711,BoltonH,BlackburnA,0.6,1,7.8,5.6,6.6,3.4,13.4,13.6,0.8,1.8,0,0.4,-0.4,2.2,3.2,-0.2,4.8,0
1712,CharltonH,EvertonA,1.8,0.4,7,3.4,4.8,3,13.6,15.6,0.8,1.8,0,0.2,1.4,3.6,1.8,-2,4.8,1
1713,FulhamH,BirminghamA,1.2,1.8,4.4,3.4,5,3.8,11.4,16.4,1,1.4,0.2,0,-0.6,1,1.2,-5,-3.4,0
1714,LiverpoolH,SouthamptonA,2,0.8,7,3.4,6.2,4.2,8.6,14,0.2,2.2,0,0,1.2,3.6,2,-5.4,1.4,1
1715,ManCityH,WestBromA,1,1.2,6.2,4,7.4,1.8,11.6,14,0.8,1.4,0.2,0.2,-0.2,2.2,5.6,-2.4,5.2,2
1716,MiddlesbroughH,NorwichA,2.2,0.4,7.4,2.8,5,3.4,12,11.4,1,1,0,0,1.8,4.6,1.6,0.6,8.6,1
1717,PortsmouthH,ChelseaA,1.2,3.2,6.2,9.2,5.8,6.2,13.2,12.8,0.8,1.8,0,0,-2,-3,-0.4,0.4,-5,0
1718,TottenhamH,CrystalPalaceA,2.8,1.6,10.6,4.6,4.8,4.2,11.2,13,1,1.6,0,0,1.2,6,0.6,-1.8,6,2
1719,NewcastleH,ArsenalA,0.8,1.8,8.6,6.4,7.8,5.4,11.8,12.6,1.2,1.6,0,0,-1,2.2,2.4,-0.8,2.8,0
1720,AstonVillaH,BlackburnA,0.8,0.8,3.8,4.6,5.2,4,11.8,13,0.8,1.8,0,0.2,0,-0.8,1.2,-1.2,-0.8,1
1721,BoltonH,WestBromA,0.4,1,8.6,4.4,7.2,2.2,13.2,14.2,0.6,1.6,0,0.2,-0.6,4.2,5,-1,7.6,2
1722,CharltonH,ArsenalA,1.8,2.2,6.4,4.8,4.4,4.2,13.4,14,0.4,1.6,0,0,-0.4,1.6,0.2,-0.6,0.8,0
1723,FulhamH,CrystalPalaceA,1.4,1.6,4.8,5,4.8,4,11.4,13.8,1.2,2,0.2,0,-0.2,-0.2,0.8,-2.4,-2,1
1724,LiverpoolH,ChelseaA,1.4,2.6,7.4,8.8,5.4,5.4,8.8,14.4,0.4,2.2,0,0,-1.2,-1.4,0,-5.6,-8.2,0
1725,ManCityH,SouthamptonA,1.2,0.6,5.6,2.8,7.4,4.4,12,11.6,0.6,1.4,0.2,0,0.6,2.8,3,0.4,6.8,1
1726,MiddlesbroughH,ManUnitedA,2,2,6.8,7.2,6.4,7,12,11.4,1,0.8,0,0,0,-0.4,-0.6,0.6,-0.4,0
1727,NewcastleH,BirminghamA,1,1.8,5.4,4.8,5.2,3.8,11,15.8,1.2,1.6,0,0,-0.8,0.6,1.4,-4.8,-3.6,1
1728,PortsmouthH,NorwichA,1,0.4,6,2.8,6.6,3.6,12,10,1.4,1,0,0.2,0.6,3.2,3,2,8.8,2
1729,TottenhamH,EvertonA,3.4,0.8,10.8,3.8,5,3.2,11.6,15.2,1,1.2,0,0.2,2.6,7,1.8,-3.6,7.8,1
1730,BlackburnH,CharltonA,1.2,0.4,9.6,4.4,6.6,6.2,15.4,13.2,1.6,1.2,0,0,0.8,5.2,0.4,2.2,8.6,1
1731,CrystalPalaceH,AstonVillaA,0.4,0.4,5.6,5.4,5.2,5.8,13.2,16.2,1.6,1.8,0,0.2,0,0.2,-0.6,-3,-3.4,1
1732,NorwichH,LiverpoolA,1.2,1.6,5.6,7.2,5.6,6.8,15.6,13.2,1.2,1.6,0,0,-0.4,-1.6,-1.2,2.4,-0.8,0
1733,WestBromH,NewcastleA,0.2,1,3.6,5.4,3.8,4.6,12.8,14,0.4,2,0.2,0.2,-0.8,-1.8,-0.8,-1.2,-4.6,2
1734,ArsenalH,ManCityA,1.8,1.6,6,6.2,7.8,5,9.8,15.6,1,1.6,0,0.2,0.2,-0.2,2.8,-5.8,-3,2
1735,BirminghamH,BoltonA,1.6,1.6,7.4,4.2,4.8,3,14,16.2,1,1.6,0.2,0,0,3.2,1.8,-2.2,2.8,0
1736,ChelseaH,MiddlesbroughA,2.6,0.8,9,4.8,5.8,5.8,13.8,11.4,1.4,0.8,0,0.2,1.8,4.2,0,2.4,8.4,1
1737,EvertonH,PortsmouthA,1.8,1,5,4.6,6,4,11.2,12.2,0.6,1,0,0,0.8,0.4,2,-1,2.2,1
1738,ManUnitedH,TottenhamA,2.4,0.8,12.4,6,10.8,4.4,9.6,10.6,0.2,1,0,0,1.6,6.4,6.4,-1,13.4,2
1739,SouthamptonH,FulhamA,1.8,1,5.4,5,3.8,6,11,17.4,1,2,0,0,0.8,0.4,-2.2,-6.4,-7.4,2
1740,AstonVillaH,NorwichA,1.2,0.4,4.8,2.2,5.6,3.6,11.4,10.2,0.8,0.4,0,0.2,0.8,2.6,2,1.2,6.6,1
1741,BoltonH,ArsenalA,0.4,1.2,7.8,5,7,4.8,12.8,13.8,0.8,1.8,0,0,-0.8,2.8,2.2,-1,3.2,1
1742,CharltonH,BirminghamA,1.6,1.4,5.4,5,5,2.8,12.8,16,0.4,1.8,0,0,0.2,0.4,2.2,-3.2,-0.4,1
1743,LiverpoolH,ManUnitedA,1,1.6,7,6.2,6,6.4,10,13.2,0.8,1.6,0,0.2,-0.6,0.8,-0.4,-3.2,-3.4,0
1744,ManCityH,CrystalPalaceA,1.6,1.4,6,4.6,8.2,5.2,10.2,12.6,0.8,1.6,0,0,0.2,1.4,3,-2.4,2.2,1
1745,NewcastleH,SouthamptonA,1.2,0.6,7.4,2.6,7.6,4,11.2,12.8,0.8,1.6,0,0,0.6,4.8,3.6,-1.6,7.4,1
1746,PortsmouthH,BlackburnA,0.8,0.8,4.8,5.4,6,4.2,13,15,1.2,2.4,0.4,0.2,0,-0.6,1.8,-2,-0.8,0
1747,TottenhamH,ChelseaA,2.6,2.2,10.2,7.6,5.2,5.8,10.4,14.2,0.8,2.6,0,0,0.4,2.6,-0.6,-3.8,-1.4,0
1748,FulhamH,WestBromA,1.4,0.8,5.2,5.2,6,2.6,11.2,14.2,1.8,1.6,0.2,0.2,0.6,0,3.4,-3,1,1
1749,MiddlesbroughH,EvertonA,1.8,0.8,8,3.2,7.6,3.8,11.6,14.8,0.6,1.4,0,0.2,1,4.8,3.8,-3.2,6.4,2
1750,BirminghamH,FulhamA,1.8,1.4,7.6,4.8,4.8,5.2,14.6,14.8,1.2,2.4,0,0,0.4,2.8,-0.4,-0.2,2.6,0
1751,ChelseaH,PortsmouthA,2.8,0.8,8.6,4.8,4.4,3.4,10.6,11.2,1.2,0.8,0,0,2,3.8,1,-0.6,6.2,1
1752,CrystalPalaceH,TottenhamA,1,0.8,6,6,5.6,4.2,12.4,11.2,1.6,1.4,0,0,0.2,0,1.4,1.2,2.8,1
1753,EvertonH,CharltonA,1.6,0.6,5,4.6,5.4,6.6,11.6,12.6,0.8,1.6,0,0,1,0.4,-1.2,-1,-0.8,0
1754,ManUnitedH,AstonVillaA,2.6,0.2,12.4,5.6,10.4,5.2,10.2,17,0.6,2.6,0,0.2,2.4,6.8,5.2,-6.8,7.6,1
