,HomeTeam,AwayTeam,Ave L5 HG,Ave L5 AG,Ave L5 HST,Ave L5 AST,Ave L5 HC,Ave L5 AC,Ave L5 HF,Ave L5 AF,Ave L5 HY,Ave L5 AY,Ave L5 HR,Ave L5 AR,Home-AwayG,Home-AwaySHTT,Home-AwayCorners,Home-AwayFouls,SumofAdvantages,Result
3410,ArsenalH,StokeA,2.6,1.2,10,3.2,6.8,4.4,11,11.8,0.6,1,0,0,1.4,6.8,2.4,-0.8,9.8,1
3411,AstonVillaH,NewcastleA,1.4,0.4,6.6,2.8,10,3.6,10.2,11.4,0.6,2.2,0,0.4,1,3.8,6.4,-1.2,10,1
3412,BlackburnH,WestBromA,1.4,0.8,7.2,8,4.2,6.2,14.4,10.4,1,1.2,0.2,0,0.6,-0.8,-2,4,1.8,2
3413,FulhamH,EvertonA,1.2,1.6,5.8,6.2,4,4.4,11,11,1.2,1.6,0,0,-0.4,-0.4,-0.4,0,-1.2,0
3414,HullH,ManUnitedA,0.6,1.4,4.2,6.8,4,3.6,15,6.6,1.6,1.6,0.2,0.4,-0.8,-2.6,0.4,8.4,5.4,0
3415,LiverpoolH,TottenhamA,3.8,1.2,10.8,4.4,7.8,4.2,9.2,8.4,0.6,2.2,0,0.2,2.6,6.4,3.6,0.8,13.4,1
3416,ManCityH,BoltonA,2,0.8,9,4.8,8,5.6,12.2,12.6,1.2,1.6,0,0,1.2,4.2,2.4,-0.4,7.4,1
3417,SunderlandH,ChelseaA,1,2,4.8,8.8,6.4,5.4,9.6,11,1.4,1,0,0,-1,-4,1,-1.4,-5.4,0
3418,WestHamH,MiddlesbroughA,0.8,0.6,6.4,5.4,4.6,3.2,10.6,13,1.2,0.8,0,0,0.2,1,1.4,-2.4,0.2,1
3419,WiganH,PortsmouthA,0.8,0,6.6,3.4,6.6,4.2,12.4,12.6,1.2,1.8,0,0.2,0.8,3.2,2.4,-0.2,6.2,1
3420,AstonVillaH,WiganA,1.2,0.6,6.6,6,9,5,10.8,11,0.8,1,0,0,0.6,0.6,4,-0.2,5,0
3421,BlackburnH,ManCityA,1.2,1,6.8,5.4,4,4.6,14,10.2,1,1.8,0.2,0,0.2,1.4,-0.6,3.8,4.8,0
3422,BoltonH,SunderlandA,1.2,0.4,6.2,8,6,5.4,14.2,8,1.4,0.6,0,0,0.8,-1.8,0.6,6.2,5.8,0
3423,ChelseaH,HullA,2.2,0.6,8.8,5.8,6,5.4,9,14.6,0.4,2.4,0,0,1.6,3,0.6,-5.6,-0.4,1
3424,EvertonH,ArsenalA,1.8,3.4,6.6,8.2,4,6.2,14.2,13,0.8,2,0,0,-1.6,-1.6,-2.2,1.2,-4.2,0
3425,PortsmouthH,FulhamA,1.2,1.2,5.2,5.6,5.2,2.8,11.6,12.8,2.4,1.6,0.2,0,0,-0.4,2.4,-1.2,0.8,0
3426,StokeH,BurnleyA,1.2,1.145627,5.6,4.8,5.6,4.776679,11.2,11.95374,2.4,1.749049,0,0.090494,0.054373,0.8,0.823321,-0.75374,0.923954,1
3427,WolvesH,WestHamA,1,1,8.6,6.8,7.4,4.2,8.8,10,0.8,2.2,0.2,0.2,0,1.8,3.2,-1.2,3.8,0
3428,ManUnitedH,BirminghamA,2,0.4,11.4,3.6,7,5.4,12.2,14.2,1.2,2,0,0.2,1.6,7.8,1.6,-2,9,1
3429,TottenhamH,LiverpoolA,1.4,2,10.2,8,6.6,5.6,9.4,12.2,1.2,1.6,0,0,-0.6,2.2,1,-2.8,-0.2,1
3430,SunderlandH,ChelseaA,1,2.6,4.8,8.8,5.4,6.8,10.8,11.4,1.8,1,0,0,-1.6,-4,-1.4,-0.6,-7.6,0
3431,WiganH,WolvesA,0.6,1.8,6.4,6,6.4,3.8,11.2,13.8,1,1.6,0,0,-1.2,0.4,2.6,-2.6,-0.8,0
3432,BirminghamH,PortsmouthA,2.2,0,6.2,3.8,5.6,4.4,11,13.8,1.2,2.4,0.2,0,2.2,2.4,1.2,-2.8,3,1
3433,BurnleyH,ManUnitedA,1.521546,1.4,6.19,7,6.10545,5.2,11.43219,7,1.405703,1,0.063371,0,0.121546,-0.81,0.90545,4.43219,4.649186,1
3434,HullH,TottenhamA,0.6,1.8,5.2,5,4.6,4.2,16,9.2,1.6,2,0.2,0.2,-1.2,0.2,0.4,6.8,6.2,0
3435,LiverpoolH,StokeA,3.6,1,12,2.8,9.2,3.6,9.2,11.2,0.4,1,0,0,2.6,9.2,5.6,-2,15.4,1
3436,ArsenalH,PortsmouthA,2.6,0.2,10.8,4.4,7,4.8,11.2,14.2,0.8,2.4,0,0,2.4,6.4,2.2,-3,8,1
3437,BirminghamH,StokeA,1.6,0.6,6,2.2,5.2,3.6,10,11.8,1.2,1.4,0,0,1,3.8,1.6,-1.8,4.6,2
3438,HullH,BoltonA,0.8,0.6,6,4.6,5.2,7.2,17.2,14,2.2,1.8,0.2,0,0.2,1.4,-2,3.2,2.8,1
3439,ManCityH,WolvesA,2,1.4,9.2,5.6,7.6,4.2,10.4,13.6,0.6,1.4,0,0,0.6,3.6,3.4,-3.2,4.4,1
3440,SunderlandH,BlackburnA,1.2,0.4,4.4,5,4.4,5.6,12,10.2,2,1.6,0,0,0.8,-0.6,-1.2,1.8,0.8,1
3441,WiganH,ManUnitedA,0.4,2,6.8,8,5.8,5.4,10.4,8,0.8,1,0,0,-1.6,-1.2,0.4,2.4,-4.44089E-16,0
3442,BurnleyH,EvertonA,1.521546,1.4,6.19,8,6.10545,5,11.43219,12,1.405703,1.4,0.063371,0,0.121546,-1.81,1.10545,-0.56781,-1.150814,1
3443,FulhamH,ChelseaA,0.8,2.6,4.8,7.6,4.2,7,10.4,10,0.8,0.6,0,0,-1.8,-2.8,-2.8,0.4,-7,0
3444,WestHamH,TottenhamA,1,2,7.2,6.4,4.8,4.4,11.2,9.6,1.4,2,0,0,-1,0.8,0.4,1.6,1.8,0
3445,LiverpoolH,AstonVillaA,3,1.6,12,5.2,9.8,5.2,11,12,0.6,1.4,0,0,1.4,6.8,4.6,-1,11.8,0
3446,BlackburnH,WestHamA,0.8,1,7.4,6.6,4.2,4.4,14,11.2,1,2,0.2,0.2,-0.2,0.8,-0.2,2.8,3.2,2
3447,BoltonH,LiverpoolA,0.8,2.4,5.4,8.8,5.6,6.6,13,11.6,1.6,1.4,0.2,0,-1.6,-3.4,-1,1.4,-4.6,0
3448,ChelseaH,BurnleyA,2,1.145627,10.4,4.8,6.4,4.776679,8.2,11.95374,0.4,1.749049,0,0.090494,0.854373,5.6,1.623321,-3.75374,4.323954,1
3449,ManUnitedH,ArsenalA,2,2.8,9.4,7.2,7,6.2,14.4,12.8,1.6,2.6,0,0,-0.8,2.2,0.8,1.6,3.8,1
3450,StokeH,SunderlandA,1.2,0.4,5.8,7.4,6,5.8,10.2,8.2,1.6,0.8,0,0,0.8,-1.6,0.2,2,1.4,1
3451,TottenhamH,BirminghamA,1.6,0.4,11.2,3.4,6,4.6,10,13.2,1.4,2.2,0,0.2,1.2,7.8,1.4,-3.2,7.2,1
3452,WolvesH,HullA,1,0.6,11.4,5.4,7.8,5.2,8.6,14.4,0.4,2.2,0.2,0,0.4,6,2.6,-5.8,3.2,2
3453,AstonVillaH,FulhamA,1,0.6,5.8,4,8.6,3,10.8,13,1,1.8,0,0,0.4,1.8,5.6,-2.2,5.6,1
3454,EvertonH,WiganA,1.4,0.8,7.4,5.8,6.2,5.2,13,13.6,1,1.4,0,0,0.6,1.6,1,-0.6,2.6,1
3455,PortsmouthH,ManCityA,0.8,1.2,5.6,6.2,5,6.4,10.8,9.8,2.2,1.4,0.2,0,-0.4,-0.6,-1.4,1,-1.4,0
3456,BlackburnH,WolvesA,1,1,7.8,4.8,5.6,4.2,14.4,14.4,1.2,1.6,0.2,0,0,3,1.4,0,4.4,1
3457,LiverpoolH,BurnleyA,3,1.145627,12.2,4.8,8.8,4.776679,10.6,11.95374,0.6,1.749049,0,0.090494,1.854373,7.4,4.023321,-1.35374,11.923954,1
3458,ManCityH,ArsenalA,2.6,2.4,9.4,8.2,6.6,8.6,11.2,12.8,1.2,2.8,0,0,0.2,1.2,-2,-1.6,-2.2,1
3459,PortsmouthH,BoltonA,1,0.6,5.8,4.6,5.2,7.4,12,14,2.2,1.8,0.2,0,0.4,1.2,-2.2,-2,-2.6,0
3460,StokeH,ChelseaA,1.2,2.8,5.8,8,6,8.8,10.6,10,1.6,1.2,0,0,-1.6,-2.2,-2.8,0.6,-6,0
3461,SunderlandH,HullA,1.8,0.8,4.4,5.8,4.6,5.6,13.4,12.8,2,2,0,0,1,-1.4,-1,0.6,-0.8,1
3462,TottenhamH,ManUnitedA,1.6,2.2,9,9.8,5.8,6.6,10.6,9.2,1.8,1.2,0,0.2,-0.6,-0.8,-0.8,1.4,-0.8,0
3463,WiganH,WestHamA,0.6,0.8,6.6,5.8,5.2,3.6,10.2,11.4,0.8,1.6,0,0.2,-0.2,0.8,1.6,-1.2,1,1
3464,BirminghamH,AstonVillaA,1.4,1.4,6,4.6,4.4,4.6,10.2,13,1.2,1.4,0,0,0,1.4,-0.2,-2.8,-1.6,0
3465,FulhamH,EvertonA,1.2,1,6.2,8,4.6,4.2,10,11,0.6,1,0,0,0.2,-1.8,0.4,-1,-2.2,1
3466,ArsenalH,WiganA,3,0.8,11.2,5.2,6.8,4.2,10.2,15,1,1.8,0,0,2.2,6,2.6,-4.8,6,1
3467,AstonVillaH,PortsmouthA,1.2,0.2,5.4,5.4,7.6,3.8,12.4,15,1,2,0,0,1,0,3.8,-2.6,2.2,1
3468,BoltonH,StokeA,0.8,0.8,5.2,3,5.6,3.4,11.8,11.8,2,1.4,0.2,0,0,2.2,2.2,0,4.4,2
3469,BurnleyH,SunderlandA,1.521546,0.6,6.19,7.4,6.10545,6,11.43219,8.4,1.405703,1.2,0.063371,0,0.921546,-1.21,0.10545,3.03219,2.849186,1
3470,HullH,BirminghamA,0.6,0.6,7.2,5,6.6,5.8,17.2,12.4,1.6,2.2,0,0,0,2.2,0.8,4.8,7.8,0
3471,WestHamH,LiverpoolA,1,2.4,6,10.2,3.4,5.8,11.8,12.2,1.8,1.8,0,0,-1.4,-4.2,-2.4,-0.4,-8.4,0
3472,ChelseaH,TottenhamA,2.6,1.6,12.2,6.4,7.8,4.6,7.8,9.4,0.4,1.8,0,0,1,5.8,3.2,-1.6,8.4,1
3473,EvertonH,BlackburnA,1.8,0.4,8.8,4.8,6.4,5.6,13.6,11.2,1,1.8,0,0,1.4,4,0.8,2.4,8.6,1
3474,ManUnitedH,ManCityA,1.8,1.4,8.8,5.4,8,6,14.6,9.8,1.4,1.2,0,0,0.4,3.4,2,4.8,10.6,1
3475,WolvesH,FulhamA,1,0.8,10.6,3,7.2,3.4,9.4,12.4,0.4,1.8,0.2,0,0.2,7.6,3.8,-3,8.6,1
3476,BirminghamH,BoltonA,1.2,1,6.6,5.2,5.4,7.2,10.8,14.6,1.2,1.2,0,0,0.2,1.4,-1.8,-3.8,-4,0
3477,BlackburnH,AstonVillaA,1,1.4,8,4.4,6,4.6,13.2,13.4,1.2,1.8,0.4,0,-0.4,3.6,1.4,-0.2,4.4,1
3478,FulhamH,ArsenalA,1,2,7.2,7.2,4.4,7.6,11.2,13,1.2,2.6,0,0,-1,0,-3.2,-1.8,-6,0
3479,LiverpoolH,HullA,3.6,1,12.8,5.4,10,4.6,11.4,11.4,0.8,2.4,0,0,2.6,7.4,5.4,0,15.4,1
3480,PortsmouthH,EvertonA,1,1.2,7.4,8.6,5.2,4.2,13,12.4,1.6,1.4,0,0,-0.2,-1.2,1,0.6,0.2,0
3481,StokeH,ManUnitedA,1.2,2.2,4.6,9.4,5,7.2,10.8,10.4,1.2,1.4,0,0.2,-1,-4.8,-2.2,0.4,-7.6,0
3482,TottenhamH,BurnleyA,2.4,1.145627,9.6,4.8,4.4,4.776679,11.4,11.95374,1.8,1.749049,0,0.090494,1.254373,4.8,-0.376679,-0.55374,5.123954,1
3483,WiganH,ChelseaA,1,2.2,7.4,8,5,9.8,10.2,9.8,1,1.6,0,0.2,-1.2,-0.6,-4.8,0.4,-6.2,1
3484,SunderlandH,WolvesA,2.8,1,5.4,5.6,4.2,5.4,14,14,1.6,2.2,0,0,1.8,-0.2,-1.2,0,0.4,1
3485,ManCityH,WestHamA,2.4,0.8,9.6,6.8,8.2,4.6,11.2,12.4,1.2,1.4,0,0.2,1.6,2.8,3.6,-1.2,6.8,1
3486,BoltonH,TottenhamA,1.2,2,6.2,7.8,4.6,4.8,12.4,10.6,2,1.4,0.2,0,-0.8,-1.6,-0.2,1.8,-0.8,2
3487,BurnleyH,BirminghamA,1.521546,0.6,6.19,5,6.10545,5,11.43219,10.6,1.405703,2.6,0.063371,0,0.921546,1.19,1.10545,0.83219,4.049186,1
3488,HullH,WiganA,0.8,0.8,7.4,5.4,6.4,4,17.6,15,1.6,2.2,0,0,0,2,2.4,2.6,7,1
3489,ManUnitedH,SunderlandA,1.8,1,9.2,7.2,9.2,5.6,14.6,10.8,1.6,1.8,0,0.2,0.8,2,3.6,3.8,10.2,2
3490,WolvesH,PortsmouthA,0.6,0.4,9.4,6.2,6.4,4.4,9.6,15,0.6,2.2,0.2,0,0.2,3.2,2,-5.4,0,0
3491,ArsenalH,BlackburnA,3.8,0.8,12.6,6,6.8,4.6,10.4,12.4,1.2,1.8,0,0,3,6.6,2.2,-2,9.8,1
3492,ChelseaH,LiverpoolA,2.4,1.8,12.8,9,7.8,6.6,9.4,12.2,0.6,1.6,0,0,0.6,3.8,1.2,-2.8,2.8,1
3493,EvertonH,StokeA,2,0.6,11.2,3.8,7.8,3.6,11.4,11.8,0.8,1.8,0,0,1.4,7.4,4.2,-0.4,12.6,2
3494,WestHamH,FulhamA,1.4,1,6.8,3.6,4.4,3.4,12.4,12.8,2.2,2,0,0.2,0.4,3.2,1,-0.4,4.2,2
3495,AstonVillaH,ManCityA,1.2,1.6,5,5.8,6.2,5.8,11.8,9,1.2,1.4,0,0,-0.4,-0.8,0.4,2.8,2,2
3496,ArsenalH,BirminghamA,4.2,0.8,13.6,5.4,7,4,8.2,11.4,1.2,2,0,0,3.4,8.2,3,-3.2,11.4,1
3497,AstonVillaH,ChelseaA,1.4,1.8,5,8.8,6.4,10.2,14,11,1.6,1.6,0,0.2,-0.4,-3.8,-3.8,3,-5,1
3498,EvertonH,WolvesA,1.6,1,10.4,5.4,7.8,5.8,9.6,14.8,0.8,2.4,0,0.2,0.6,5,2,-5.2,2.4,2
3499,ManUnitedH,BoltonA,2.2,1.2,9.6,6.2,11.4,6.2,15,14.2,1.6,0.8,0,0,1,3.4,5.2,0.8,10.4,1
3500,PortsmouthH,TottenhamA,0.6,2.2,9.2,7.8,6.2,6.2,13.6,12.4,2,1.8,0.2,0.2,-1.6,1.4,0,1.2,1,0
3501,StokeH,WestHamA,1.2,0.8,3.8,8.4,4.8,5.2,12.4,12.2,1.8,1.6,0,0,0.4,-4.6,-0.4,0.2,-4.4,1
3502,SunderlandH,LiverpoolA,2.6,1.4,5.4,8.2,3.2,7,16.4,14.8,1.8,1.8,0,0,1.2,-2.8,-3.8,1.6,-3.8,1
3503,BlackburnH,BurnleyA,1.6,0.4,8.2,4,5.8,4.2,14,10.6,1.8,1.8,0.2,0,1.2,4.2,1.6,3.4,10.4,1
3504,WiganH,ManCityA,1,1.6,6.8,6,4.6,5.6,11.6,9.8,1.4,1.4,0,0.2,-0.6,0.8,-1,1.8,1,2
3505,FulhamH,HullA,0.8,0.8,7.2,3.4,4.4,4,11.8,12.6,1.2,2.2,0,0,0,3.8,0.4,-0.8,3.4,1
3506,BirminghamH,SunderlandA,0.8,1,7.4,6.6,5.6,6,9.4,12.4,1.2,2,0,0.2,-0.2,0.8,-0.4,-3,-2.8,1
3507,BurnleyH,WiganA,1.6,1.4,6.2,6.4,4.6,4.2,10.4,15,1,2.2,0,0,0.2,-0.2,0.4,-4.6,-4.2,0
3508,ChelseaH,BlackburnA,3,0.6,13.4,4.6,9.2,3.4,9.8,11.6,0.4,1.4,0,0,2.4,8.8,5.8,-1.8,15.2,1
3509,HullH,PortsmouthA,0.8,0.4,6.4,6,6,5.2,17.4,15.4,1.6,1.6,0,0,0.4,0.4,0.8,2,3.6,2
3510,TottenhamH,StokeA,2,0.6,11.2,4,5,3.8,12,13.2,1.8,2.4,0,0,1.4,7.2,1.2,-1.2,8.6,0
3511,WolvesH,AstonVillaA,0.8,1.4,8.2,5.6,7,4.2,10.4,14.8,0.6,2.2,0,0,-0.6,2.6,2.8,-4.4,0.4,2
3512,BoltonH,EvertonA,1.6,1.2,6,9.4,4.4,4.4,13,13,2.4,0.8,0.2,0,0.4,-3.4,0,0,-3,1
3513,LiverpoolH,ManUnitedA,3.4,2,12.2,9.4,9.2,6.8,12.6,10.4,1.2,1.8,0.2,0.4,1.4,2.8,2.4,2.2,8.8,1
3514,ManCityH,FulhamA,2.2,1.2,9.6,3.6,9.6,3.4,11.4,11.8,0.8,1.8,0,0.2,1,6,6.2,-0.4,12.8,2
3515,WestHamH,ArsenalA,1.8,2.4,8,7,5.2,8,13.8,13.2,2.2,2,0.2,0,-0.6,1,-2.8,0.6,-1.8,2
3516,ArsenalH,TottenhamA,4,1.2,13.8,6.4,7,5.6,8.4,11.8,1.2,1.6,0,0.2,2.8,7.4,1.4,-3.4,8.2,1
3517,BoltonH,ChelseaA,1.6,2,6.6,10.4,5.2,9.4,11.6,10.4,2.2,1.4,0.4,0.2,-0.4,-3.8,-4.2,1.2,-7.2,0
3518,BurnleyH,HullA,1.8,0.6,6.8,4,6,3.4,11.2,12.2,0.8,2.6,0,0.2,1.2,2.8,2.6,-1,5.6,1
3519,EvertonH,AstonVillaA,1.6,1.4,10.2,6,7.6,3.4,10.4,14.8,1,2.4,0.2,0.2,0.2,4.2,4.2,-4.4,4.2,2
3520,FulhamH,LiverpoolA,1.4,1.4,7.6,8.2,4.4,6.4,10.8,14.2,1.4,1.2,0,0.4,0,-0.6,-2,-3.4,-6,1
3521,ManUnitedH,BlackburnA,2.4,0.6,8.4,3.8,10.2,3,14.4,14.6,1.4,1.4,0,0,1.8,4.6,7.2,-0.2,13.4,1
3522,PortsmouthH,WiganA,1.4,1,10.6,5.6,6.4,3.8,13.6,14.2,1.4,2,0.2,0,0.4,5,2.6,-0.6,7.4,1
3523,StokeH,WolvesA,1.2,1.2,3.8,6.2,5,5.6,12,13.6,1.4,2.4,0,0.2,0,-2.4,-0.6,-1.6,-4.6,2
3524,SunderlandH,WestHamA,2.8,0.8,6.2,7.6,4.4,4.6,16,14.4,2,2.2,0.2,0.2,2,-1.4,-0.2,1.6,2,2
3525,BirminghamH,ManCityA,0.6,1.2,7.2,6.2,5.6,6.4,9,9.6,1.8,1.4,0.2,0.2,-0.6,1,-0.8,-0.6,-1,2
3526,WestHamH,AstonVillaA,1.8,1,7.8,7.2,5.6,5.4,13.2,15,2.6,2.8,0.2,0.4,0.8,0.6,0.2,-1.8,-0.2,1
3527,AstonVillaH,BoltonA,2.4,1.4,6.6,7.2,7.2,4.6,14.4,15.4,1.4,1.6,0,0,1,-0.6,2.6,-1,2,1
3528,BlackburnH,PortsmouthA,2.2,0.6,7.6,5.8,6.4,5.2,14,15,2,1.2,0.2,0,1.6,1.8,1.2,-1,3.6,1
3529,ManCityH,BurnleyA,2.6,1,8.8,3.8,8.2,3.6,11.8,10.8,1,2,0,0,1.6,5,4.6,1,12.2,2
3530,TottenhamH,SunderlandA,2,0.8,10.6,5.2,4.6,5.4,11.2,14.2,1.4,2.2,0,0.2,1.2,5.4,-0.8,-3,2.8,1
3531,WolvesH,ArsenalA,1,2,7.2,6.4,6.2,7,10.4,13.6,1,2.6,0,0,-1,0.8,-0.8,-3.2,-4.2,0
3532,ChelseaH,ManUnitedA,2.8,2,12.8,9.6,6.8,5.8,9.8,11,0.8,2.2,0,0.4,0.8,3.2,1,-1.2,3.8,1
3533,HullH,StokeA,1,0.8,6.6,4.2,5.6,3.2,15.2,14.2,1.2,3,0,0.2,0.2,2.4,2.4,1,6,1
3534,WestHamH,EvertonA,1.8,1.2,7.6,8.6,5.8,4.8,13,14.6,2.2,1.8,0.2,0,0.6,-1,1,-1.6,-1,0
3535,WiganH,FulhamA,1.2,1.2,8.2,3.6,5.8,3.8,13,11.4,1.8,1.6,0,0.2,0,4.6,2,1.6,8.2,2
3536,LiverpoolH,BirminghamA,3,1.2,12.4,5,9.2,3.8,12,11.8,1.4,2.2,0.2,0,1.8,7.4,5.4,0.2,14.8,2
3537,BirminghamH,FulhamA,0.8,1.2,6.4,4,5,4.4,8.8,11.4,2,1.2,0.2,0.2,-0.4,2.4,0.6,-2.6,4.44089E-16,1
3538,BurnleyH,AstonVillaA,1.8,1,7.2,7.4,6.6,6.8,10.2,13.4,0.6,3,0,0.4,0.8,-0.2,-0.2,-3.2,-2.8,2
3539,ChelseaH,WolvesA,3,1.2,12.2,6.4,5.8,5.6,9.2,14.2,0.8,2.6,0,0.2,1.8,5.8,0.2,-5,2.8,1
3540,HullH,WestHamA,1.4,1.4,7.2,8.6,5.8,4.8,13.2,14.2,0.6,2.4,0.2,0.2,0,-1.4,1,-1,-1.4,2
3541,LiverpoolH,ManCityA,3.2,1.4,11.2,5.8,8.6,4.8,10.8,10.8,1.2,1.2,0.2,0.2,1.8,5.4,3.8,0,11,2
3542,ManUnitedH,EvertonA,2.6,1.2,9.8,7.4,11.6,4.2,11,13.2,1.2,2.2,0,0,1.4,2.4,7.4,-2.2,9,1
3543,SunderlandH,ArsenalA,2.6,1.8,5.4,6.4,4.8,7.2,15.6,12.6,2,1.6,0.2,0,0.8,-1,-2.4,3,0.4,1
3544,BoltonH,BlackburnA,1.2,0.8,7.2,5,5.6,2.4,11.4,14.2,2.2,1.4,0.2,0,0.4,2.2,3.2,-2.8,3,0
3545,StokeH,PortsmouthA,1.2,0.4,3,6.4,3.8,5.2,13.2,15.6,1.6,1.6,0,0,0.8,-3.4,-1.4,-2.4,-6.4,1
3546,TottenhamH,WiganA,3.4,1,11,5.2,5.2,3.8,10.6,11.6,1.2,1,0,0,2.4,5.8,1.4,-1,8.6,1
3547,FulhamH,BlackburnA,2,0.8,8.2,4.8,4.2,2.6,10,13.2,1.4,1,0,0,1.2,3.4,1.6,-3.2,3,1
3548,HullH,EvertonA,2,1.4,6.4,6.8,4.4,4.4,13.8,15.8,0.8,3,0.2,0,0.6,-0.4,0,-2,-1.8,1
3549,AstonVillaH,TottenhamA,2.2,1,6.6,7.8,6.8,5.8,14.6,11.2,1.2,1.6,0,0.2,1.2,-1.2,1,3.4,4.4,2
3550,BlackburnH,StokeA,2.2,0.8,6.6,4.4,7.2,3,13.8,13.8,2,2.8,0.2,0.2,1.4,2.2,4.2,0,7.8,2
3551,FulhamH,BoltonA,1.8,1.6,8,5.6,4.8,3.2,10.2,15.8,1.4,2.4,0,0,0.2,2.4,1.6,-5.6,-1.4,2
3552,ManCityH,HullA,2.6,0.6,8,3.8,8.8,3.4,13.2,11.6,1.2,2.8,0,0.2,2,4.2,5.4,1.6,13.2,2
3553,PortsmouthH,ManUnitedA,1.6,1.8,11.8,8.6,6.6,6.4,14.4,11.4,1.8,2.4,0.2,0.4,-0.2,3.2,0.2,3,6.2,0
3554,WestHamH,BurnleyA,2.4,1.6,7.6,5.8,5.2,4.8,12.4,12.8,2,2,0.2,0.2,0.8,1.8,0.4,-0.4,2.6,1
3555,WiganH,SunderlandA,1.4,0.8,8.8,4.8,6.2,5,13.2,15.4,1.4,2.4,0,0.2,0.6,4,1.2,-2.2,3.6,1
3556,ArsenalH,ChelseaA,3.2,2.2,11.2,10.6,6.2,8.6,10,10.8,1.4,1.8,0,0.2,1,0.6,-2.4,-0.8,-1.6,0
3557,EvertonH,LiverpoolA,1.2,1.2,9,6.8,6.4,5,11.2,15.2,1,1,0.2,0.4,0,2.2,1.4,-4,-0.4,0
3558,WolvesH,BirminghamA,0.8,1.2,4.2,5.2,5.8,4.2,11,11.4,1.4,2,0,0,-0.4,-1,1.6,-0.4,-0.2,0
3559,ArsenalH,StokeA,2.8,0.6,10.6,4,7,2.2,9.4,13,1,2.4,0,0.2,2.2,6.6,4.8,-3.6,10,1
3560,AstonVillaH,HullA,2.4,0.4,6.8,3,7.2,2.4,14.2,11.6,1.6,3,0,0.2,2,3.8,4.8,2.6,13.2,1
3561,BlackburnH,LiverpoolA,1.6,0.6,5.2,6,5.4,5.8,14.2,13.6,2,0.4,0.2,0.4,1,-0.8,-0.4,0.6,0.4,2
3562,ManCityH,ChelseaA,2.2,2,8.4,9.8,10,7,13,12,0.8,2.4,0,0.2,0.2,-1.4,3,1,2.8,1
3563,PortsmouthH,BurnleyA,1.6,1.6,10.4,6.8,6.2,4.8,14.2,13.6,2.2,2,0.2,0.2,0,3.6,1.4,0.6,5.6,1
3564,WestHamH,ManUnitedA,2,2,7,8.2,4,6.2,11.6,12,1.4,2.2,0.2,0.2,0,-1.2,-2.2,-0.4,-3.8,0
3565,WiganH,BirminghamA,1.6,1.6,9,5.2,5.4,3,13.4,10.4,1.4,1.6,0,0,0,3.8,2.4,3,9.2,0
3566,WolvesH,BoltonA,0.8,1.2,5.6,6.4,7.4,4.2,10,15.6,1.6,2.6,0,0,-0.4,-0.8,3.2,-5.6,-3.6,1
3567,EvertonH,TottenhamA,1,1.4,8,9.2,5.4,6.4,10.4,13,1.6,2,0.2,0.2,-0.4,-1.2,-1,-2.6,-5.2,2
3568,FulhamH,SunderlandA,2,0.6,6.6,4.8,4.8,5.8,9.2,14.8,0.8,2.2,0,0.2,1.4,1.8,-1,-5.6,-3.4,1
3569,BirminghamH,WestHamA,1,1.4,6.8,9,5.8,4.8,9.2,14.6,2.4,3,0.2,0.4,-0.4,-2.2,1,-5.4,-7,1
3570,BoltonH,ManCityA,1.6,1.4,7.8,5.8,5.8,6.4,12.4,9.8,2.4,1.4,0.2,0.4,0.2,2,-0.6,2.6,4.2,2
3571,BurnleyH,FulhamA,1.4,1.2,8.2,5,7.2,4.6,11.8,10.8,0.6,1.4,0,0.2,0.2,3.2,2.6,1,7,2
3572,ChelseaH,EvertonA,3,1.8,11.8,6.6,5,3.4,10.4,15.8,0.8,2.6,0,0,1.2,5.2,1.6,-5.4,2.6,2
3573,HullH,BlackburnA,1.6,0.4,6.6,5.2,4.2,3.2,13.8,15,1,1.2,0.2,0,1.2,1.4,1,-1.2,2.4,2
3574,ManUnitedH,AstonVillaA,1.8,1,9.4,7.4,11.2,6.6,8.8,14,1,2.6,0,0.4,0.8,2,4.6,-5.2,2.2,0
3575,StokeH,WiganA,1.4,1.4,3.6,5.8,4,3.6,14.4,9.6,2,0.8,0,0,0,-2.2,0.4,4.8,3,2
3576,SunderlandH,PortsmouthA,2,0.6,6.4,5.2,5.2,5.4,14.4,16,2.4,2.2,0.2,0.2,1.4,1.2,-0.2,-1.6,0.8,2
3577,TottenhamH,WolvesA,3.2,1.2,11.6,6,4.8,5.4,9,13.6,0.6,3.2,0,0.2,2,5.6,-0.6,-4.6,2.4,0
3578,LiverpoolH,ArsenalA,2.6,1.8,8.6,5.6,7.8,5.6,13,13.4,1.8,1.8,0.2,0,0.8,3,2.2,-0.4,5.6,0
3579,BirminghamH,BlackburnA,1.2,0.6,6.8,5.6,5.4,4.6,9,16.2,2.4,1.4,0.2,0,0.6,1.2,0.8,-7.2,-4.6,1
3580,BoltonH,WestHamA,1.8,1.4,8.4,8.6,6.4,4.6,11.4,13.2,2.8,3,0.2,0.4,0.4,-0.2,1.8,-1.8,0.2,1
3581,ManUnitedH,WolvesA,2,0.8,9.4,4,10,4.4,8.8,13.6,0.8,2.8,0,0.2,1.2,5.4,5.6,-4.8,7.4,1
